                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.84508,                0.55916,                0.90043,                0.86079,                0.85176,                0.91421,                0.68786,                0.98387,                0.70016,                0.91014,             0.00074282,             0.00074282,             0.00074282
                     44,                0.84277,                0.56384,                0.89259,                0.87431,                 0.7958,                  0.901,                0.69219,                 1.0082,                0.70548,                0.91894,             0.00072081,             0.00072081,             0.00072081
                     45,                0.84235,                0.55216,                0.90016,                0.86249,                 0.8592,                0.92293,                0.70436,                0.98621,                0.68057,                0.90487,             0.00069881,             0.00069881,             0.00069881
                     46,                 0.8116,                0.54743,                0.88236,                0.86282,                0.83237,                0.91757,                0.70164,                0.99386,                0.69759,                0.90986,              0.0006768,              0.0006768,              0.0006768
                     47,                0.84964,                0.55696,                0.89842,                0.86633,                0.86284,                0.91179,                0.69115,                0.98523,                0.68283,                0.91775,              0.0006548,              0.0006548,              0.0006548
                     48,                0.81142,                0.54413,                0.89281,                 0.8659,                 0.8349,                0.89558,                0.68075,                0.99093,                0.69124,                0.91609,             0.00063279,             0.00063279,             0.00063279
                     49,                0.80481,                0.53296,                0.88756,                0.88334,                 0.8171,                 0.8978,                0.67862,                 1.0053,                0.68767,                0.93322,             0.00061079,             0.00061079,             0.00061079
                     50,                0.81886,                0.53603,                0.89232,                0.81656,                0.86772,                0.91044,                0.69204,                0.98341,                0.68791,                0.92736,             0.00058878,             0.00058878,             0.00058878
                     51,                0.79469,                0.52813,                0.88722,                0.83055,                 0.8738,                0.90963,                0.70049,                0.97984,                0.68437,                0.91309,             0.00056678,             0.00056678,             0.00056678
                     52,                0.79676,                0.53632,                0.89091,                0.85893,                0.82949,                 0.9097,                0.69989,                0.97783,                0.68128,                0.90854,             0.00054478,             0.00054478,             0.00054478
                     53,                0.78277,                0.51256,                0.87556,                0.85764,                0.84395,                0.91524,                0.71013,                0.96454,                0.67392,                0.90896,             0.00052277,             0.00052277,             0.00052277
                     54,                0.77822,                 0.5099,                0.87317,                0.86087,                0.84984,                0.92322,                0.70961,                 0.9605,                0.66225,                0.90497,             0.00050077,             0.00050077,             0.00050077
                     55,                0.77683,                0.50388,                0.87735,                0.89105,                0.82307,                0.91653,                0.71423,                0.97961,                0.69248,                0.92547,             0.00047876,             0.00047876,             0.00047876
                     56,                0.77024,                0.51055,                0.88642,                0.86159,                0.87663,                0.92647,                0.71469,                 0.9923,                0.63397,                 0.9315,             0.00045676,             0.00045676,             0.00045676
                     57,                0.77098,                0.50791,                0.88788,                0.84848,                0.84576,                0.91849,                0.70276,                0.97995,                0.64516,                0.91055,             0.00043475,             0.00043475,             0.00043475
                     58,                0.75024,                0.50095,                0.87902,                0.88472,                 0.8419,                0.92443,                0.71164,                0.98583,                0.63728,                 0.9072,             0.00041275,             0.00041275,             0.00041275
                     59,                0.76191,                0.50168,                0.87377,                0.87124,                0.84982,                0.92158,                0.72128,                0.96548,                0.64228,                0.89923,             0.00039074,             0.00039074,             0.00039074
                     60,                 0.7509,                0.49824,                0.87744,                0.86604,                0.84973,                0.92897,                0.72814,                0.94622,                0.61815,                0.89361,             0.00036874,             0.00036874,             0.00036874
                     61,                0.73518,                0.48259,                0.88164,                0.88281,                0.84446,                0.93503,                0.72473,                0.96878,                0.63374,                0.89897,             0.00034674,             0.00034674,             0.00034674
                     62,                0.74521,                0.48018,                0.87403,                0.88775,                0.85419,                0.93263,                0.72789,                0.97361,                0.61788,                0.90457,             0.00032473,             0.00032473,             0.00032473
                     63,                0.74322,                0.47932,                 0.8747,                0.88104,                0.84333,                0.93784,                0.73109,                0.95637,                0.61686,                0.89948,             0.00030273,             0.00030273,             0.00030273
                     64,                0.71593,                0.46314,                0.86668,                0.87887,                0.85263,                0.93597,                0.73303,                0.96027,                0.60634,                0.90684,             0.00028072,             0.00028072,             0.00028072
                     65,                0.72484,                0.46727,                0.85798,                0.87848,                0.83425,                0.93135,                0.73573,                0.95166,                0.62725,                 0.8966,             0.00025872,             0.00025872,             0.00025872
                     66,                0.76856,                0.49013,                0.86123,                0.90826,                 0.8415,                0.92547,                0.71964,                 0.9607,                0.62794,                0.89642,             0.00023671,             0.00023671,             0.00023671
                     67,                0.76013,                0.47346,                0.86068,                0.87652,                0.85244,                0.93021,                0.72988,                0.94084,                0.61268,                0.89793,             0.00021471,             0.00021471,             0.00021471
                     68,                0.74232,                0.46057,                0.85355,                0.87627,                0.84138,                0.93355,                0.74034,                0.93042,                0.60007,                0.89337,             0.00019271,             0.00019271,             0.00019271
                     69,                0.73882,                0.45637,                0.85167,                0.85463,                 0.8549,                0.93342,                0.74142,                0.92528,                0.61052,                0.89154,              0.0001707,              0.0001707,              0.0001707
                     70,                0.72822,                0.44832,                0.85299,                0.87016,                0.85831,                 0.9345,                0.73474,                0.93533,                0.61126,                0.89108,              0.0001487,              0.0001487,              0.0001487
                     71,                 0.7305,                0.45021,                0.84832,                 0.8745,                0.85197,                0.93723,                0.74825,                0.90787,                0.59415,                0.88906,             0.00012669,             0.00012669,             0.00012669
                     72,                0.71628,                0.43506,                0.84788,                0.86118,                0.85897,                0.93608,                0.75148,                0.91448,                0.59811,                0.88647,             0.00010469,             0.00010469,             0.00010469
                     73,                0.70427,                0.44256,                0.84426,                0.88388,                0.82978,                0.93411,                0.74827,                0.91036,                0.60194,                0.88658,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     74,                0.69891,                0.43429,                0.84639,                0.87956,                0.85085,                0.93873,                0.75227,                0.91101,                0.59639,                0.88678,             6.0679e-05,             6.0679e-05,             6.0679e-05
                     75,                0.69647,                0.43281,                0.84689,                0.88668,                0.85638,                0.94209,                0.75286,                 0.9076,                0.60149,                0.88779,             3.8674e-05,             3.8674e-05,             3.8674e-05
