                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1693,                 1.0028,                0.99403,                0.50391,                0.58927,                0.48883,                0.27773,                 1.5315,                 1.8528,                 1.1936,               0.001557,               0.001557,               0.001557
                     12,                 1.1646,                0.97114,                0.99812,                0.45542,                0.59652,                0.46072,                0.27806,                 1.3127,                 2.2915,                 1.0487,               0.001546,               0.001546,               0.001546
                     13,                 1.1229,                0.90828,                0.97921,                0.50579,                0.71266,                 0.5825,                 0.3548,                 1.3029,                 1.7133,                 1.0552,               0.001535,               0.001535,               0.001535
                     14,                 1.1185,                0.88558,                0.98685,                0.48479,                0.57116,                 0.4804,                0.33165,                 1.3518,                  1.822,                 1.1013,               0.001524,               0.001524,               0.001524
                     15,                 1.0926,                0.84692,                0.98117,                0.53143,                0.52306,                0.48622,                0.32997,                 1.4644,                 2.3099,                 1.1338,               0.001513,               0.001513,               0.001513
                     16,                 1.0925,                0.84838,                0.98422,                0.58828,                0.63695,                 0.6632,                0.43083,                 1.3538,                 1.6181,                 1.0849,               0.001502,               0.001502,               0.001502
                     17,                 1.0869,                 0.8272,                0.97108,                0.83368,                0.74313,                0.83074,                0.55895,                 1.2767,                 1.0411,                 1.0223,               0.001491,               0.001491,               0.001491
                     18,                 1.0825,                0.82288,                0.97371,                0.78987,                0.68496,                0.78339,                0.51843,                 1.2479,                 1.1579,                 1.0043,                0.00148,                0.00148,                0.00148
                     19,                 1.0767,                0.81477,                0.96698,                0.86077,                0.78293,                0.84817,                 0.5966,                 1.1948,                0.90079,                0.98841,               0.001469,               0.001469,               0.001469
                     20,                 1.0406,                0.76323,                0.95731,                0.81542,                0.74312,                0.84582,                0.58726,                  1.235,                 1.0304,                  0.993,               0.001458,               0.001458,               0.001458
                     21,                 1.0354,                0.75691,                0.96108,                0.79132,                0.75395,                0.81692,                0.56827,                 1.2413,                 1.0596,                0.99941,               0.001447,               0.001447,               0.001447
                     22,                 1.0188,                0.74779,                0.95031,                0.80214,                 0.8188,                0.87642,                0.62571,                 1.1738,                 0.8444,                0.97909,               0.001436,               0.001436,               0.001436
                     23,                 1.0165,                0.73728,                0.94176,                 0.8314,                0.81359,                0.88513,                0.63431,                 1.2058,                0.89067,                 1.0078,               0.001425,               0.001425,               0.001425
                     24,                 1.0057,                0.73353,                0.95782,                0.81393,                0.82657,                0.86919,                 0.6155,                 1.1953,                0.82949,                 1.0151,              0.0014139,              0.0014139,              0.0014139
                     25,                 1.0193,                 0.7182,                0.95221,                0.83299,                0.77241,                 0.8606,                0.59811,                 1.1753,                0.86952,                0.98456,              0.0014029,              0.0014029,              0.0014029
                     26,                0.99837,                0.71986,                0.94501,                0.80846,                0.76844,                0.84386,                0.61363,                 1.1764,                0.85584,                0.97994,              0.0013919,              0.0013919,              0.0013919
                     27,                0.99271,                0.70516,                0.94221,                0.82325,                 0.8411,                0.87503,                0.64329,                 1.1221,                0.84121,                0.96688,              0.0013809,              0.0013809,              0.0013809
                     28,                0.98233,                0.70209,                0.93601,                 0.8528,                0.81013,                0.88766,                   0.66,                   1.08,                0.80527,                0.95759,              0.0013699,              0.0013699,              0.0013699
                     29,                0.96982,                0.69271,                 0.9404,                 0.8466,                0.75697,                0.83507,                0.59402,                 1.1477,                0.91029,                0.96839,              0.0013589,              0.0013589,              0.0013589
                     30,                0.98191,                0.68441,                0.93938,                0.84701,                0.77943,                0.86262,                0.61618,                 1.1234,                0.86288,                0.96092,              0.0013479,              0.0013479,              0.0013479
                     31,                0.98548,                0.68362,                0.92659,                0.82599,                0.84732,                0.88585,                0.64144,                 1.0799,                0.83384,                 0.9442,              0.0013369,              0.0013369,              0.0013369
                     32,                0.92435,                0.66041,                0.92013,                0.84861,                0.76799,                0.86417,                0.62472,                  1.136,                0.90597,                0.97289,              0.0013259,              0.0013259,              0.0013259
                     33,                0.96557,                0.67103,                0.93191,                0.85341,                 0.8371,                0.88473,                0.62867,                 1.1521,                0.78645,                0.98272,              0.0013149,              0.0013149,              0.0013149
                     34,                0.93865,                0.65204,                 0.9305,                  0.857,                0.79656,                0.85384,                0.61164,                 1.1824,                0.96155,                 0.9859,              0.0013039,              0.0013039,              0.0013039
                     35,                0.94441,                 0.6497,                 0.9293,                0.82244,                 0.8481,                0.89901,                0.64482,                 1.0971,                0.82344,                0.95732,              0.0012929,              0.0012929,              0.0012929
                     36,                0.94759,                0.65731,                0.93156,                0.83627,                0.84334,                0.88558,                0.63674,                   1.14,                0.77591,                0.98278,              0.0012819,              0.0012819,              0.0012819
                     37,                0.92217,                0.62968,                0.91288,                0.84368,                 0.8104,                0.89299,                0.64751,                 1.1227,                0.81984,                0.98375,              0.0012709,              0.0012709,              0.0012709
                     38,                0.92773,                0.61495,                0.91071,                0.85885,                0.80779,                0.90171,                0.66659,                 1.0471,                0.75907,                0.94645,              0.0012599,              0.0012599,              0.0012599
                     39,                0.93909,                0.63399,                0.92058,                0.85629,                0.83217,                0.89278,                0.65374,                 1.0603,                0.81521,                 0.9409,              0.0012489,              0.0012489,              0.0012489
                     40,                0.90236,                0.61885,                0.92859,                0.86212,                0.77914,                0.87471,                0.64189,                 1.0715,                0.77437,                0.95671,              0.0012379,              0.0012379,              0.0012379
                     41,                0.91845,                0.62021,                 0.9206,                0.82516,                 0.8182,                 0.8902,                0.66754,                 1.0762,                0.77021,                0.96026,              0.0012269,              0.0012269,              0.0012269
                     42,                0.89251,                0.60412,                0.90728,                0.84162,                0.79693,                0.88271,                0.66328,                 1.0648,                0.77296,                0.93363,              0.0012159,              0.0012159,              0.0012159
                     43,                0.91044,                0.60466,                0.91945,                0.83635,                 0.8458,                0.90848,                0.67008,                 1.0722,                0.76074,                0.94499,              0.0012049,              0.0012049,              0.0012049
                     44,                0.90869,                0.61355,                0.91358,                0.87572,                0.81537,                0.88937,                0.66599,                 1.0425,                0.76675,                 0.9385,              0.0011939,              0.0011939,              0.0011939
                     45,                0.92234,                 0.6175,                0.92124,                0.83853,                0.85983,                0.91681,                0.67672,                 1.0675,                0.72212,                0.93562,              0.0011829,              0.0011829,              0.0011829
                     46,                0.87531,                0.58491,                0.90362,                0.83917,                0.84197,                0.89864,                0.68043,                 1.0262,                0.74129,                0.92813,              0.0011719,              0.0011719,              0.0011719
                     47,                0.90896,                0.59943,                0.91612,                0.80048,                0.86846,                0.89753,                0.68422,                0.98729,                0.72352,                0.91658,              0.0011609,              0.0011609,              0.0011609
                     48,                0.85771,                0.58571,                0.90247,                0.81664,                0.84089,                0.90341,                0.68323,                0.99512,                0.78072,                0.90508,              0.0011499,              0.0011499,              0.0011499
                     49,                0.85713,                0.58448,                0.90902,                0.77953,                0.85964,                0.88588,                0.65489,                 1.0326,                0.74933,                0.93578,              0.0011389,              0.0011389,              0.0011389
                     50,                0.87504,                0.58117,                0.91016,                0.80393,                 0.8839,                0.89632,                0.67411,                 1.0506,                0.75471,                0.93991,              0.0011279,              0.0011279,              0.0011279
                     51,                0.86588,                0.57509,                0.90341,                0.84294,                0.85055,                0.89514,                0.66899,                 1.0411,                0.72172,                0.94334,              0.0011169,              0.0011169,              0.0011169
                     52,                0.87301,                0.57978,                0.90879,                0.87221,                0.82611,                0.90829,                0.70274,                 1.0093,                0.70894,                0.91704,              0.0011059,              0.0011059,              0.0011059
                     53,                0.85738,                0.56624,                 0.8947,                0.86926,                0.83633,                0.92133,                 0.6974,                 1.0473,                 0.6979,                0.92864,              0.0010949,              0.0010949,              0.0010949
                     54,                0.85274,                0.55888,                0.89505,                0.86632,                0.83729,                0.90943,                0.69661,                 1.0218,                0.71945,                0.90834,              0.0010839,              0.0010839,              0.0010839
                     55,                0.84345,                0.56088,                0.89455,                0.82319,                0.83444,                 0.8912,                 0.6779,                 1.0244,                0.74797,                0.92583,              0.0010729,              0.0010729,              0.0010729
                     56,                0.83076,                0.55309,                 0.9022,                0.85993,                 0.8263,                0.90085,                0.68411,                 1.0439,                0.74928,                0.92275,              0.0010619,              0.0010619,              0.0010619
                     57,                0.84877,                0.56222,                 0.9053,                 0.8726,                0.83387,                0.90995,                0.69203,                 1.0457,                 0.6941,                0.92371,              0.0010509,              0.0010509,              0.0010509
                     58,                0.83681,                0.55877,                0.90387,                0.87847,                0.85212,                0.91026,                0.69305,                 1.0321,                0.71257,                0.91996,              0.0010399,              0.0010399,              0.0010399
                     59,                0.84227,                0.55852,                0.89607,                0.84196,                0.88616,                0.89395,                0.68049,                 1.0041,                0.67213,                0.90072,              0.0010289,              0.0010289,              0.0010289
                     60,                0.83496,                 0.5602,                0.90164,                0.90715,                0.82904,                0.92567,                0.71214,                 1.0308,                0.67661,                0.91686,              0.0010179,              0.0010179,              0.0010179
                     61,                0.83349,                 0.5504,                0.90423,                0.88216,                0.82422,                0.91348,                0.69631,                 1.0081,                0.70934,                  0.919,              0.0010069,              0.0010069,              0.0010069
                     62,                0.84103,                0.54553,                0.89883,                0.87586,                0.84676,                0.90867,                0.68387,                 1.0495,                0.69554,                0.92628,             0.00099587,             0.00099587,             0.00099587
                     63,                0.82753,                0.54348,                 0.9004,                0.84711,                0.86836,                0.92383,                0.69441,                 1.0079,                0.70585,                0.92551,             0.00098486,             0.00098486,             0.00098486
                     64,                0.79535,                 0.5262,                0.88981,                0.83491,                0.83587,                 0.8981,                0.69175,                 1.0193,                0.71822,                0.92504,             0.00097386,             0.00097386,             0.00097386
                     65,                0.80535,                0.53759,                0.87768,                0.84261,                0.87623,                0.89878,                0.68517,                 1.0062,                0.69071,                0.92018,             0.00096286,             0.00096286,             0.00096286
                     66,                0.83782,                0.54772,                0.89932,                0.84446,                0.85169,                0.89188,                0.68318,                0.96754,                0.76996,                  0.911,             0.00095186,             0.00095186,             0.00095186
                     67,                0.81106,                0.52766,                0.87712,                0.86573,                0.86255,                0.91469,                0.68855,                 1.0283,                0.66079,                0.94616,             0.00094085,             0.00094085,             0.00094085
                     68,                0.79986,                0.52395,                0.88997,                0.86619,                0.82883,                0.89977,                0.68323,                 1.0439,                0.70432,                0.92404,             0.00092985,             0.00092985,             0.00092985
                     69,                0.79268,                0.52536,                0.89102,                0.87161,                0.85691,                0.92403,                0.71007,                 1.0242,                0.65886,                0.92938,             0.00091885,             0.00091885,             0.00091885
                     70,                0.79654,                0.52914,                0.89261,                0.86581,                0.85324,                0.91255,                0.69524,                 1.0095,                0.67406,                0.91587,             0.00090785,             0.00090785,             0.00090785
                     71,                0.80084,                0.51418,                0.89185,                0.88115,                0.80168,                 0.8825,                0.67811,                 1.0131,                0.71828,                0.90902,             0.00089685,             0.00089685,             0.00089685
                     72,                0.78194,                0.51168,                0.88713,                0.87491,                0.83198,                 0.9108,                0.70222,                 1.0105,                0.68002,                0.91512,             0.00088584,             0.00088584,             0.00088584
                     73,                0.78754,                 0.5072,                0.88574,                0.82559,                0.84482,                0.89632,                0.68666,                 1.0537,                0.71165,                0.92905,             0.00087484,             0.00087484,             0.00087484
                     74,                 0.7909,                0.51086,                0.88508,                0.85138,                0.82952,                 0.8987,                0.68218,                 1.0079,                0.70959,                0.91153,             0.00086384,             0.00086384,             0.00086384
                     75,                0.79445,                0.51738,                0.89108,                0.87219,                0.84414,                0.91819,                0.69981,                0.99137,                0.66702,                0.91119,             0.00085284,             0.00085284,             0.00085284
                     76,                 0.7695,                0.49689,                0.88216,                0.85674,                 0.8602,                0.90866,                0.69407,                 0.9706,                0.65427,                0.90116,             0.00084184,             0.00084184,             0.00084184
                     77,                  0.786,                0.51214,                0.87787,                0.87015,                0.85547,                0.91602,                0.69522,                0.99196,                0.65723,                0.90635,             0.00083083,             0.00083083,             0.00083083
                     78,                0.78814,                0.50441,                0.88824,                0.88726,                0.84089,                0.92337,                0.71313,                 1.0179,                0.67731,                 0.9288,             0.00081983,             0.00081983,             0.00081983
                     79,                0.77708,                0.49784,                0.87599,                0.89444,                0.83633,                0.90937,                0.70667,                0.94184,                0.65532,                0.88866,             0.00080883,             0.00080883,             0.00080883
                     80,                0.77555,                0.50268,                0.88281,                0.88415,                0.86483,                0.91834,                0.71187,                0.96674,                 0.6521,                0.90058,             0.00079783,             0.00079783,             0.00079783
                     81,                0.74957,                0.49299,                0.87268,                0.91121,                0.83293,                0.91606,                0.72005,                0.94012,                0.66674,                0.89182,             0.00078682,             0.00078682,             0.00078682
                     82,                0.74992,                0.48152,                0.87774,                0.85955,                0.87956,                0.91924,                0.71601,                0.96858,                0.64399,                0.90981,             0.00077582,             0.00077582,             0.00077582
                     83,                0.76091,                0.50155,                0.88636,                0.86095,                0.85869,                0.91588,                0.71203,                0.97128,                0.65322,                0.91293,             0.00076482,             0.00076482,             0.00076482
                     84,                0.77215,                0.49484,                0.88037,                0.90372,                0.83841,                0.92937,                0.72803,                0.93841,                0.64007,                0.90492,             0.00075382,             0.00075382,             0.00075382
                     85,                 0.7613,                0.49075,                0.87427,                 0.8367,                0.86639,                 0.9185,                0.69521,                0.97389,                 0.6927,                0.90348,             0.00074282,             0.00074282,             0.00074282
                     86,                0.76356,                0.49134,                0.87589,                0.86326,                0.84428,                0.91645,                0.71956,                0.93618,                0.65569,                0.89116,             0.00073181,             0.00073181,             0.00073181
                     87,                0.73756,                0.48289,                0.87356,                0.86795,                0.86421,                0.91737,                0.71269,                0.95987,                0.64477,                0.89043,             0.00072081,             0.00072081,             0.00072081
                     88,                0.73634,                0.48038,                 0.8818,                0.85376,                0.83319,                  0.908,                0.69925,                0.98611,                0.73669,                0.90398,             0.00070981,             0.00070981,             0.00070981
                     89,                0.77477,                0.48584,                0.88363,                0.88546,                0.84312,                0.91683,                0.71357,                 0.9896,                 0.6469,                0.89788,             0.00069881,             0.00069881,             0.00069881
                     90,                0.74361,                0.48078,                0.86464,                0.92291,                0.81263,                0.91794,                0.71404,                0.98218,                0.68327,                  0.901,              0.0006878,              0.0006878,              0.0006878
                     91,                0.77679,                0.49179,                0.87849,                0.89583,                0.83065,                0.92268,                 0.7255,                0.95806,                0.63061,                0.89239,              0.0006768,              0.0006768,              0.0006768
                     92,                0.74457,                 0.4726,                0.86867,                0.86477,                0.88033,                0.93122,                0.72352,                0.93979,                0.64739,                0.89009,              0.0006658,              0.0006658,              0.0006658
                     93,                0.72723,                 0.4721,                0.87728,                0.86381,                0.85853,                0.92656,                0.73422,                0.94194,                0.61656,                0.89004,              0.0006548,              0.0006548,              0.0006548
                     94,                0.72912,                 0.4562,                0.86656,                0.89113,                0.83785,                0.92011,                0.71679,                 0.9469,                0.64207,                 0.9013,              0.0006438,              0.0006438,              0.0006438
                     95,                0.74151,                0.45907,                0.86119,                0.89307,                0.85265,                0.91706,                0.71703,                0.91344,                0.60762,                  0.889,             0.00063279,             0.00063279,             0.00063279
                     96,                0.72841,                0.46185,                0.86889,                0.86484,                0.87345,                0.92461,                0.72483,                0.92751,                0.61361,                0.89481,             0.00062179,             0.00062179,             0.00062179
                     97,                 0.7102,                0.45346,                0.86726,                 0.8832,                0.85471,                0.93576,                0.73681,                0.93112,                0.60661,                0.89773,             0.00061079,             0.00061079,             0.00061079
                     98,                0.73135,                0.46239,                0.86866,                0.87291,                0.84623,                0.93011,                0.72249,                0.92985,                 0.6234,                0.88724,             0.00059979,             0.00059979,             0.00059979
                     99,                0.70417,                0.44818,                0.86544,                0.92556,                0.83471,                0.92798,                0.72659,                 0.9179,                0.60774,                0.88854,             0.00058878,             0.00058878,             0.00058878
                    100,                0.71867,                0.45395,                0.86635,                 0.8838,                 0.8743,                 0.9245,                 0.7308,                0.92855,                 0.6216,                0.88568,             0.00057778,             0.00057778,             0.00057778
                    101,                0.71951,                0.45774,                0.85904,                0.86956,                0.88842,                0.93007,                0.73398,                 0.9318,                0.61921,                0.88052,             0.00056678,             0.00056678,             0.00056678
                    102,                0.70771,                0.44757,                0.86339,                0.89104,                0.85637,                0.92696,                0.71652,                0.94122,                0.62593,                0.88447,             0.00055578,             0.00055578,             0.00055578
                    103,                0.69504,                0.44736,                0.86238,                0.90569,                0.84164,                0.91506,                0.72674,                0.94598,                0.64209,                0.88725,             0.00054478,             0.00054478,             0.00054478
                    104,                0.70606,                0.44644,                0.85766,                0.87725,                0.87706,                0.93562,                0.73727,                0.94199,                0.61466,                0.89432,             0.00053377,             0.00053377,             0.00053377
                    105,                0.70822,                 0.4419,                 0.8633,                0.85602,                0.89559,                0.92906,                 0.7323,                 0.9187,                0.60925,                0.88931,             0.00052277,             0.00052277,             0.00052277
                    106,                0.69044,                0.43607,                0.86372,                0.85378,                0.88199,                0.92658,                0.73703,                0.94386,                0.63071,                0.88788,             0.00051177,             0.00051177,             0.00051177
                    107,                0.70659,                0.44109,                0.85702,                0.86119,                 0.8822,                0.92876,                0.72869,                0.94554,                0.64207,                0.88894,             0.00050077,             0.00050077,             0.00050077
                    108,                0.67428,                0.43317,                0.85535,                0.83949,                0.89609,                0.92416,                0.72597,                0.95334,                0.64085,                0.89772,             0.00048976,             0.00048976,             0.00048976
                    109,                 0.6919,                0.43664,                0.85887,                 0.8636,                0.88994,                0.92639,                0.73358,                0.96614,                0.64311,                0.89944,             0.00047876,             0.00047876,             0.00047876
                    110,                0.68855,                0.44062,                0.86214,                 0.8856,                0.86671,                 0.9306,                0.73044,                0.96004,                0.62164,                0.90051,             0.00046776,             0.00046776,             0.00046776
                    111,                 0.6841,                0.43112,                0.85312,                0.88821,                0.85809,                0.93064,                0.74002,                0.93546,                0.60805,                0.89227,             0.00045676,             0.00045676,             0.00045676
                    112,                0.66633,                0.42732,                0.85126,                0.90581,                  0.853,                0.92789,                 0.7304,                0.92224,                0.60779,                0.89084,             0.00044576,             0.00044576,             0.00044576
                    113,                0.67597,                0.42814,                0.85442,                 0.8882,                0.87948,                0.92376,                0.73639,                0.92819,                0.60479,                0.89114,             0.00043475,             0.00043475,             0.00043475
                    114,                0.64509,                0.40996,                0.85685,                0.88152,                0.88125,                0.92949,                0.73576,                0.94944,                0.60652,                0.89553,             0.00042375,             0.00042375,             0.00042375
                    115,                0.69365,                0.42937,                0.85686,                0.87566,                0.89152,                0.92841,                0.74392,                 0.9268,                0.61892,                0.89239,             0.00041275,             0.00041275,             0.00041275
                    116,                 0.6724,                0.42641,                0.85736,                0.88405,                0.87078,                0.92267,                0.73222,                0.92904,                0.62971,                0.89185,             0.00040175,             0.00040175,             0.00040175
                    117,                0.67853,                0.43655,                0.85419,                0.88813,                 0.8733,                0.92008,                0.72864,                0.93909,                0.62044,                0.89559,             0.00039074,             0.00039074,             0.00039074
                    118,                0.65816,                0.42417,                0.85199,                0.86687,                 0.8891,                0.92294,                 0.7391,                0.93896,                0.61666,                0.89686,             0.00037974,             0.00037974,             0.00037974
                    119,                0.64728,                0.41523,                0.85896,                0.89043,                0.85118,                0.92331,                0.72878,                0.93236,                0.61251,                0.89049,             0.00036874,             0.00036874,             0.00036874
                    120,                0.65493,                0.40981,                0.85227,                0.89505,                0.84297,                 0.9273,                0.73516,                 0.9062,                0.58512,                0.88217,             0.00035774,             0.00035774,             0.00035774
                    121,                0.64556,                0.40575,                0.85358,                0.88942,                0.86568,                0.93586,                0.74105,                0.91189,                 0.6065,                0.88557,             0.00034674,             0.00034674,             0.00034674
                    122,                 0.6589,                0.41565,                0.85555,                0.88732,                0.87517,                0.93535,                0.74768,                0.91422,                0.60353,                0.88381,             0.00033573,             0.00033573,             0.00033573
                    123,                0.64225,                0.40961,                0.84688,                0.89399,                0.86884,                0.93313,                0.73673,                0.92681,                0.58482,                0.88058,             0.00032473,             0.00032473,             0.00032473
                    124,                0.64511,                0.40899,                0.85054,                0.88419,                0.86588,                0.94124,                0.74443,                0.93289,                0.59159,                0.88299,             0.00031373,             0.00031373,             0.00031373
                    125,                0.66233,                0.42257,                0.85791,                0.89175,                0.85672,                0.92882,                0.74037,                0.91523,                0.58294,                0.87947,             0.00030273,             0.00030273,             0.00030273
                    126,                0.64684,                0.40342,                0.84666,                0.89686,                0.85876,                0.93286,                0.74023,                0.90433,                0.59264,                 0.8776,             0.00029172,             0.00029172,             0.00029172
                    127,                 0.6508,                0.40098,                0.84486,                0.89287,                 0.8638,                0.93827,                0.74046,                0.91555,                0.57936,                0.88183,             0.00028072,             0.00028072,             0.00028072
                    128,                0.63659,                0.40186,                0.84817,                0.89208,                0.85482,                 0.9326,                0.73926,                0.91646,                0.59243,                0.88303,             0.00026972,             0.00026972,             0.00026972
                    129,                0.62731,                0.40045,                0.85775,                0.88414,                0.85504,                0.92959,                0.74627,                0.91694,                 0.5903,                0.87948,             0.00025872,             0.00025872,             0.00025872
                    130,                0.64138,                 0.3952,                0.84408,                 0.8916,                0.85471,                0.93286,                0.74311,                0.92422,                0.59506,                0.88352,             0.00024772,             0.00024772,             0.00024772
                    131,                 0.6364,                0.40522,                0.84903,                0.89356,                0.86432,                0.93626,                0.74475,                0.92129,                0.58391,                0.88355,             0.00023671,             0.00023671,             0.00023671
                    132,                0.62308,                0.39474,                0.84546,                0.90202,                0.86314,                0.93806,                0.75262,                 0.9072,                0.57358,                0.88616,             0.00022571,             0.00022571,             0.00022571
                    133,                0.63227,                0.39861,                0.85375,                0.86473,                0.89916,                0.93402,                0.75386,                0.91052,                 0.5827,                0.88423,             0.00021471,             0.00021471,             0.00021471
                    134,                 0.6309,                 0.3989,                0.84687,                0.86359,                0.88994,                0.93431,                0.74381,                0.91442,                0.58939,                0.88088,             0.00020371,             0.00020371,             0.00020371
                    135,                0.62502,                0.39199,                0.84465,                0.89123,                0.85819,                0.93276,                 0.7433,                 0.9177,                0.60719,                0.88185,             0.00019271,             0.00019271,             0.00019271
                    136,                0.62858,                0.39515,                0.84606,                0.85422,                0.88645,                0.93315,                 0.7425,                0.90216,                0.58971,                0.87858,              0.0001817,              0.0001817,              0.0001817
                    137,                0.61555,                0.39357,                0.84791,                0.89958,                 0.8653,                0.93359,                0.75109,                0.88984,                0.58574,                0.87749,              0.0001707,              0.0001707,              0.0001707
                    138,                0.59766,                0.37482,                0.84522,                0.89619,                0.85315,                 0.9329,                0.75247,                0.89188,                0.59774,                0.87195,              0.0001597,              0.0001597,              0.0001597
                    139,                0.63405,                0.39688,                0.84869,                0.88755,                 0.8585,                0.92723,                0.75091,                0.88104,                0.58994,                0.87122,              0.0001487,              0.0001487,              0.0001487
                    140,                0.61318,                0.38591,                0.84323,                0.87656,                0.87456,                0.93054,                0.74899,                0.89114,                0.58534,                0.87547,             0.00013769,             0.00013769,             0.00013769
                    141,                0.68157,                0.42034,                0.83339,                0.85266,                0.89399,                0.92468,                0.73425,                0.90544,                0.58749,                0.88265,             0.00012669,             0.00012669,             0.00012669
                    142,                0.65077,                0.38879,                0.83876,                0.86009,                0.88482,                0.92354,                 0.7382,                0.90054,                0.58501,                0.88312,             0.00011569,             0.00011569,             0.00011569
                    143,                0.64348,                0.38825,                0.82663,                0.87953,                0.85663,                  0.921,                0.73557,                0.91074,                 0.5661,                 0.8807,             0.00010469,             0.00010469,             0.00010469
                    144,                0.64073,                0.38276,                0.83627,                0.88048,                0.86986,                0.92191,                0.73528,                0.89975,                 0.5647,                0.87751,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.62053,                0.37854,                0.82999,                0.88726,                0.85498,                0.92134,                0.73834,                0.90359,                0.56866,                0.87796,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.63793,                0.38124,                0.82961,                0.89063,                0.85096,                0.92463,                0.73874,                0.90221,                0.57212,                 0.8822,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.62406,                 0.3773,                0.83014,                0.88722,                0.85904,                0.92453,                0.74012,                 0.9034,                0.57335,                0.88366,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.63307,                 0.3731,                0.82853,                0.88407,                 0.8579,                0.92649,                0.74412,                0.90129,                0.57697,                0.88382,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.61831,                0.37456,                0.81636,                0.88288,                 0.8549,                0.92804,                0.74358,                0.90636,                0.57843,                0.88605,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                  0.636,                0.37565,                 0.8282,                0.86956,                 0.8708,                0.92529,                0.74315,                0.90212,                0.57156,                0.88322,             2.7672e-05,             2.7672e-05,             2.7672e-05
