                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1358,                0.92623,                0.98902,                0.61235,                0.76524,                0.78571,                0.52331,                 1.2207,                  1.309,                 1.0053,              0.0014029,              0.0014029,              0.0014029
                     14,                 1.1221,                0.87813,                0.96631,                0.66748,                0.74715,                0.77203,                0.51993,                 1.1485,                 1.2371,                0.97018,              0.0013809,              0.0013809,              0.0013809
                     15,                 1.0639,                0.85276,                0.96145,                0.76187,                0.77128,                0.83228,                0.57755,                 1.1593,                 1.0695,                0.98856,              0.0013589,              0.0013589,              0.0013589
                     16,                 1.1004,                0.84563,                0.96248,                0.79332,                 0.7815,                0.86075,                0.59496,                  1.172,                0.97748,                0.98135,              0.0013369,              0.0013369,              0.0013369
                     17,                 1.0749,                0.82554,                0.95982,                0.83058,                0.80399,                0.87567,                0.61761,                 1.1559,                0.96747,                 1.0031,              0.0013149,              0.0013149,              0.0013149
                     18,                  1.055,                0.79905,                0.96278,                0.82396,                0.77041,                0.85986,                 0.6154,                 1.1009,                0.87818,                0.96067,              0.0012929,              0.0012929,              0.0012929
                     19,                 1.0386,                0.76895,                0.96459,                0.82575,                0.76697,                0.84106,                0.59112,                  1.159,                 1.0026,                0.98705,              0.0012709,              0.0012709,              0.0012709
                     20,                 1.0557,                0.76907,                0.95626,                0.80872,                0.79109,                0.86597,                0.61599,                 1.1032,                0.97636,                 0.9541,              0.0012489,              0.0012489,              0.0012489
                     21,                 1.0324,                0.75189,                0.95279,                0.81345,                 0.8277,                0.90365,                0.66202,                 1.0114,                0.80342,                0.92436,              0.0012269,              0.0012269,              0.0012269
                     22,                 1.0074,                0.73893,                0.95206,                 0.8632,                  0.799,                0.89829,                0.64753,                 1.0852,                0.81948,                0.93962,              0.0012049,              0.0012049,              0.0012049
                     23,                 1.0012,                0.73038,                0.94128,                0.85494,                0.79812,                0.86872,                0.61515,                 1.0692,                0.84122,                0.93353,              0.0011829,              0.0011829,              0.0011829
                     24,                 1.0005,                0.70746,                0.94097,                0.80201,                0.75272,                0.84378,                0.61284,                 1.0326,                 0.9294,                0.92683,              0.0011609,              0.0011609,              0.0011609
                     25,                 1.0023,                0.70389,                0.93689,                0.72643,                0.77786,                0.86321,                0.64081,                 1.0575,                 1.0184,                0.94373,              0.0011389,              0.0011389,              0.0011389
                     26,                 1.0218,                0.70575,                0.94511,                0.83279,                0.80405,                0.87651,                0.64599,                0.98563,                0.83953,                0.91726,              0.0011169,              0.0011169,              0.0011169
                     27,                0.98432,                0.69918,                0.92988,                0.89652,                0.81385,                0.91347,                0.66715,                 1.0032,                0.71714,                0.92534,              0.0010949,              0.0010949,              0.0010949
                     28,                0.96611,                0.66785,                0.92482,                0.82074,                0.85396,                0.90191,                0.67448,                 1.0316,                0.74536,                0.91885,              0.0010729,              0.0010729,              0.0010729
                     29,                0.95025,                0.66889,                0.92458,                0.84993,                0.83555,                0.91074,                0.66047,                 1.0324,                0.76688,                0.92127,              0.0010509,              0.0010509,              0.0010509
                     30,                0.96319,                0.66855,                 0.9326,                0.88845,                0.83626,                0.92374,                0.70147,                0.96783,                0.71711,                0.89823,              0.0010289,              0.0010289,              0.0010289
                     31,                0.94094,                 0.6572,                0.93443,                0.79304,                0.85224,                 0.9089,                0.68177,                0.96305,                0.78381,                0.90755,              0.0010069,              0.0010069,              0.0010069
                     32,                0.91727,                0.63726,                0.91527,                0.85053,                0.83204,                0.90038,                 0.6745,                 0.9763,                0.79899,                0.91468,             0.00098486,             0.00098486,             0.00098486
                     33,                0.96232,                0.64106,                0.92668,                0.82029,                0.85145,                0.91053,                0.68983,                0.97773,                0.73002,                0.90986,             0.00096286,             0.00096286,             0.00096286
                     34,                 0.9386,                0.65258,                0.91931,                0.89426,                0.79586,                0.90965,                0.68755,                0.97602,                0.73635,                0.90389,             0.00094085,             0.00094085,             0.00094085
                     35,                0.91725,                0.62207,                0.91411,                0.80763,                0.84765,                0.90153,                0.67663,                 0.9742,                0.73618,                0.90894,             0.00091885,             0.00091885,             0.00091885
                     36,                0.89778,                0.60543,                0.90776,                0.82552,                0.75563,                0.88351,                0.66998,                 0.9888,                0.79287,                0.90494,             0.00089685,             0.00089685,             0.00089685
                     37,                0.91668,                0.61528,                 0.9085,                0.84947,                0.83563,                0.90717,                0.68259,                0.94748,                0.71039,                0.90815,             0.00087484,             0.00087484,             0.00087484
                     38,                0.88847,                 0.6095,                 0.9062,                0.85459,                0.85556,                0.91373,                0.70348,                0.91314,                0.68588,                0.88559,             0.00085284,             0.00085284,             0.00085284
                     39,                0.89061,                0.61025,                0.91223,                0.88083,                0.81717,                0.91489,                0.70604,                0.94628,                0.69353,                0.89786,             0.00083083,             0.00083083,             0.00083083
                     40,                0.89234,                0.59864,                0.91621,                0.85478,                0.84297,                0.91894,                0.69625,                0.93695,                0.65566,                0.89844,             0.00080883,             0.00080883,             0.00080883
                     41,                0.88387,                 0.6037,                 0.9035,                0.82165,                0.87135,                0.91353,                0.69685,                0.92587,                0.72985,                0.90206,             0.00078682,             0.00078682,             0.00078682
                     42,                0.85942,                 0.5915,                0.90136,                0.80167,                0.88408,                0.91147,                0.69691,                0.92267,                0.71223,                0.89716,             0.00076482,             0.00076482,             0.00076482
                     43,                0.87179,                0.58847,                0.90266,                0.91773,                0.82045,                0.92693,                0.71974,                 0.8934,                0.68738,                0.89378,             0.00074282,             0.00074282,             0.00074282
                     44,                 0.8704,                0.57265,                0.89221,                0.83099,                0.84393,                0.91675,                0.69249,                0.96232,                0.71444,                0.90957,             0.00072081,             0.00072081,             0.00072081
                     45,                0.85491,                0.57599,                0.89594,                 0.9135,                0.81255,                0.92923,                0.72132,                0.88084,                0.64172,                0.88849,             0.00069881,             0.00069881,             0.00069881
                     46,                0.83732,                0.55242,                0.89512,                0.86103,                0.87364,                0.92912,                0.70995,                0.93118,                0.62173,                 0.8923,              0.0006768,              0.0006768,              0.0006768
                     47,                0.83089,                0.55867,                0.89725,                0.87052,                0.85647,                0.92314,                0.71401,                0.91566,                0.66985,                0.88809,              0.0006548,              0.0006548,              0.0006548
                     48,                0.84055,                0.56082,                0.89672,                0.88736,                0.87364,                0.93117,                0.72431,                0.89224,                0.62908,                0.88383,             0.00063279,             0.00063279,             0.00063279
                     49,                0.85053,                0.55272,                0.89592,                0.89128,                0.84517,                0.92301,                0.71996,                0.93642,                0.67763,                0.88529,             0.00061079,             0.00061079,             0.00061079
                     50,                0.82275,                0.53895,                0.89419,                0.88592,                0.86349,                0.93296,                0.73386,                0.90201,                0.61811,                0.87834,             0.00058878,             0.00058878,             0.00058878
                     51,                0.80178,                0.51831,                0.87915,                0.87047,                0.85863,                0.92957,                0.72597,                0.91577,                0.61854,                0.88865,             0.00056678,             0.00056678,             0.00056678
                     52,                0.80277,                0.52487,                0.88828,                0.87726,                0.85377,                0.93082,                0.73014,                0.88984,                0.61553,                 0.8846,             0.00054478,             0.00054478,             0.00054478
                     53,                0.79779,                0.52454,                 0.8837,                0.87397,                0.86308,                0.93136,                 0.7296,                0.89082,                0.62167,                0.87815,             0.00052277,             0.00052277,             0.00052277
                     54,                0.77243,                0.51203,                 0.8775,                0.85015,                 0.8837,                0.92628,                0.72396,                0.87068,                0.60992,                0.87328,             0.00050077,             0.00050077,             0.00050077
                     55,                0.79552,                  0.523,                0.88461,                0.87249,                0.86004,                0.93332,                0.73204,                 0.8771,                0.59822,                0.87369,             0.00047876,             0.00047876,             0.00047876
                     56,                0.77851,                0.51139,                  0.879,                0.87203,                0.85979,                0.92842,                0.73718,                0.85514,                0.59675,                0.87199,             0.00045676,             0.00045676,             0.00045676
                     57,                0.77708,                0.51265,                0.87221,                0.87147,                0.85403,                0.92216,                0.72588,                0.86663,                0.63692,                0.87459,             0.00043475,             0.00043475,             0.00043475
                     58,                0.75471,                0.50352,                0.87907,                0.88596,                0.85295,                0.92733,                0.73469,                0.86941,                0.62349,                0.87518,             0.00041275,             0.00041275,             0.00041275
                     59,                0.77044,                0.50959,                0.87014,                0.85994,                0.85018,                0.92166,                 0.7286,                0.88421,                0.61511,                0.87747,             0.00039074,             0.00039074,             0.00039074
                     60,                0.76079,                0.49095,                0.88201,                0.84991,                0.87823,                 0.9258,                0.73489,                0.85141,                0.63111,                0.87315,             0.00036874,             0.00036874,             0.00036874
                     61,                0.75366,                0.50183,                0.88409,                0.85758,                0.87376,                0.93424,                 0.7399,                0.86073,                 0.5993,                0.87002,             0.00034674,             0.00034674,             0.00034674
                     62,                0.76141,                0.50172,                0.86894,                0.85709,                 0.8751,                0.93607,                 0.7347,                0.86647,                0.59608,                0.86998,             0.00032473,             0.00032473,             0.00032473
                     63,                0.75472,                0.48952,                0.87243,                0.87084,                0.90757,                0.93417,                0.73963,                0.85252,                0.57658,                0.87079,             0.00030273,             0.00030273,             0.00030273
                     64,                0.76133,                0.48803,                0.87785,                0.89596,                0.84094,                0.92967,                0.73949,                0.84319,                0.59094,                0.86885,             0.00028072,             0.00028072,             0.00028072
                     65,                0.74688,                0.47376,                0.86212,                0.90555,                0.84901,                0.93135,                0.74044,                0.85569,                0.59043,                0.87451,             0.00025872,             0.00025872,             0.00025872
                     66,                0.77335,                  0.488,                0.87215,                0.86545,                0.88513,                 0.9332,                0.73552,                0.86201,                0.58582,                0.87611,             0.00023671,             0.00023671,             0.00023671
                     67,                0.74692,                0.46467,                  0.854,                0.85322,                0.89021,                0.92765,                 0.7315,                0.85897,                0.59146,                 0.8757,             0.00021471,             0.00021471,             0.00021471
                     68,                0.76975,                0.47594,                0.86465,                0.85858,                0.90295,                0.93332,                0.73889,                0.84387,                 0.5712,                0.86964,             0.00019271,             0.00019271,             0.00019271
                     69,                0.75486,                0.46897,                0.84988,                 0.8453,                0.90353,                0.92765,                0.73465,                0.83273,                0.56974,                0.86932,              0.0001707,              0.0001707,              0.0001707
                     70,                0.73702,                0.45268,                0.84313,                0.85534,                0.88676,                0.93449,                0.74583,                0.83866,                0.56978,                0.86997,              0.0001487,              0.0001487,              0.0001487
                     71,                0.73305,                0.45241,                0.84281,                0.84191,                0.89218,                0.93392,                0.74632,                0.83619,                 0.5647,                0.86896,             0.00012669,             0.00012669,             0.00012669
                     72,                 0.7229,                0.44407,                0.83909,                0.84291,                0.90132,                0.93757,                0.75067,                0.83209,                0.57459,                0.86469,             0.00010469,             0.00010469,             0.00010469
                     73,                0.70879,                0.44183,                0.84916,                0.83578,                0.90384,                0.93551,                0.75036,                0.82346,                0.57956,                0.86331,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     74,                0.70134,                0.43332,                0.84082,                0.86195,                0.88431,                0.93447,                0.75059,                0.81835,                0.56578,                 0.8627,             6.0679e-05,             6.0679e-05,             6.0679e-05
                     75,                0.69237,                0.43655,                0.84425,                0.86453,                 0.8871,                0.93506,                0.75022,                0.81638,                0.56147,                0.86331,             3.8674e-05,             3.8674e-05,             3.8674e-05
