                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.144,                0.93249,                0.99313,                0.63315,                0.60854,                0.67002,                 0.4329,                 1.2906,                 1.2991,                 1.0883,               0.001535,               0.001535,               0.001535
                     14,                 1.1215,                0.88838,                0.98047,                0.64064,                0.70609,                0.71859,                0.46349,                 1.2854,                 1.2227,                 1.0376,               0.001524,               0.001524,               0.001524
                     15,                 1.1178,                0.86893,                0.99385,                0.77453,                0.70391,                0.79817,                0.54199,                 1.2106,                 1.1257,                 1.0146,               0.001513,               0.001513,               0.001513
                     16,                 1.0781,                0.82047,                0.96828,                0.56344,                0.68991,                 0.6333,                0.41553,                 1.2521,                 1.3767,                 1.0384,               0.001502,               0.001502,               0.001502
                     17,                 1.0819,                0.81593,                0.97815,                0.71876,                0.74084,                0.81476,                0.55832,                 1.2166,                 1.0607,                 1.0349,               0.001491,               0.001491,               0.001491
                     18,                 1.0839,                0.81841,                0.98441,                0.80409,                0.73483,                0.83038,                0.56226,                  1.238,                 1.0141,                 1.0383,                0.00148,                0.00148,                0.00148
                     19,                 1.0477,                 0.7982,                  0.967,                0.82764,                0.73928,                0.82503,                0.53883,                 1.2522,                 1.7281,                 1.0538,               0.001469,               0.001469,               0.001469
                     20,                 1.0804,                0.78678,                0.97372,                0.62952,                0.69928,                0.69109,                0.46171,                 1.2411,                 1.4098,                 1.0405,               0.001458,               0.001458,               0.001458
                     21,                 1.0665,                 0.7599,                0.96795,                0.72704,                0.78764,                0.78295,                0.55993,                 1.1297,                0.94588,                0.98795,               0.001447,               0.001447,               0.001447
                     22,                 1.0257,                0.74864,                0.95771,                0.84614,                0.78969,                0.87226,                0.63117,                 1.1332,                0.88147,                0.99814,               0.001436,               0.001436,               0.001436
                     23,                  1.014,                0.74096,                0.94448,                0.84244,                0.84293,                0.91152,                0.64873,                 1.1007,                0.79621,                0.98368,               0.001425,               0.001425,               0.001425
                     24,                 1.0422,                0.74502,                0.96039,                0.84231,                0.84734,                0.91432,                0.65464,                 1.1042,                 0.7805,                0.97842,              0.0014139,              0.0014139,              0.0014139
                     25,                 1.0432,                0.73492,                0.96297,                0.81122,                 0.8379,                0.89989,                0.64101,                 1.1041,                0.89071,                0.99708,              0.0014029,              0.0014029,              0.0014029
                     26,                 1.0163,                0.73172,                0.95468,                0.85248,                0.82501,                0.89862,                0.64781,                 1.1604,                0.79528,                0.99068,              0.0013919,              0.0013919,              0.0013919
                     27,                 1.0042,                0.71231,                0.94973,                 0.8799,                0.80202,                0.90337,                0.65115,                 1.1312,                0.82477,                0.99076,              0.0013809,              0.0013809,              0.0013809
                     28,                0.95811,                0.69563,                0.94082,                0.87718,                0.80955,                0.90459,                0.66576,                 1.0856,                0.77377,                0.99352,              0.0013699,              0.0013699,              0.0013699
                     29,                0.98589,                0.69022,                0.94203,                 0.9072,                0.79587,                0.89625,                0.65811,                 1.1416,                0.82298,                 1.0107,              0.0013589,              0.0013589,              0.0013589
                     30,                0.99172,                0.69342,                0.94551,                0.85955,                0.81992,                0.89778,                0.65437,                 1.1018,                0.80792,                0.96906,              0.0013479,              0.0013479,              0.0013479
                     31,                0.95612,                 0.6836,                0.94695,                0.64025,                0.78025,                0.79438,                0.58305,                 1.1673,                 1.0689,                 1.0126,              0.0013369,              0.0013369,              0.0013369
                     32,                0.96968,                0.67474,                 0.9402,                0.88124,                0.82264,                0.91098,                0.66027,                 1.1724,                0.77947,                0.99318,              0.0013259,              0.0013259,              0.0013259
                     33,                0.97654,                0.68786,                0.93665,                0.90147,                0.83131,                0.92851,                0.67722,                 1.1016,                0.77123,                0.97922,              0.0013149,              0.0013149,              0.0013149
                     34,                 0.9522,                0.67709,                0.94579,                0.92892,                0.80494,                0.91031,                0.66638,                  1.124,                 0.7696,                0.99502,              0.0013039,              0.0013039,              0.0013039
                     35,                0.95294,                0.65461,                0.92402,                0.85839,                0.85636,                0.91905,                0.67596,                 1.1064,                0.74187,                0.98945,              0.0012929,              0.0012929,              0.0012929
                     36,                0.94817,                0.65829,                0.93896,                0.85101,                0.88948,                0.92841,                0.67529,                  1.085,                 0.7248,                0.98469,              0.0012819,              0.0012819,              0.0012819
                     37,                0.92646,                0.63849,                 0.9206,                0.90516,                0.84339,                0.93195,                0.69479,                 1.0471,                0.71037,                0.97786,              0.0012709,              0.0012709,              0.0012709
                     38,                0.90752,                0.62356,                 0.9175,                0.86364,                0.85322,                0.92569,                0.69721,                 1.0551,                0.71299,                0.98901,              0.0012599,              0.0012599,              0.0012599
                     39,                0.94654,                0.64909,                0.92692,                 0.7883,                 0.8397,                0.89476,                0.66234,                0.99977,                0.82284,                0.96102,              0.0012489,              0.0012489,              0.0012489
                     40,                0.94267,                0.65056,                0.92498,                0.87667,                0.85452,                0.92452,                0.67808,                 1.0515,                0.73187,                0.96884,              0.0012379,              0.0012379,              0.0012379
                     41,                0.91896,                0.61986,                  0.926,                0.88986,                0.84325,                0.93049,                0.69876,                 1.0469,                0.71893,                0.97414,              0.0012269,              0.0012269,              0.0012269
                     42,                 0.9158,                0.61162,                0.92281,                 0.8904,                0.82587,                 0.9215,                0.70256,                 1.0117,                0.70972,                0.96045,              0.0012159,              0.0012159,              0.0012159
                     43,                 0.8984,                0.61412,                0.91831,                0.86358,                0.81675,                0.91143,                0.68023,                 1.0591,                0.78849,                0.96563,              0.0012049,              0.0012049,              0.0012049
                     44,                0.91983,                0.62914,                0.92202,                0.90885,                0.81835,                0.91958,                0.67875,                 1.0711,                0.73222,                0.97479,              0.0011939,              0.0011939,              0.0011939
                     45,                0.89989,                0.61685,                 0.9174,                0.90688,                 0.7973,                 0.9231,                0.69474,                  1.062,                0.72946,                0.96388,              0.0011829,              0.0011829,              0.0011829
                     46,                0.91097,                0.60891,                0.91497,                0.87171,                0.81959,                0.91752,                0.67428,                 1.0893,                0.75106,                0.96944,              0.0011719,              0.0011719,              0.0011719
                     47,                0.87726,                0.59665,                 0.9084,                0.88373,                0.84015,                0.92118,                0.69362,                 1.0314,                0.71698,                0.94628,              0.0011609,              0.0011609,              0.0011609
                     48,                0.89269,                0.60678,                0.91903,                0.86341,                 0.8672,                0.93554,                0.69679,                 1.0101,                0.70304,                0.94193,              0.0011499,              0.0011499,              0.0011499
                     49,                0.87276,                0.58321,                0.90859,                0.89107,                0.87428,                0.93836,                  0.706,                0.99407,                0.66794,                0.93653,              0.0011389,              0.0011389,              0.0011389
                     50,                0.87221,                 0.5794,                0.90817,                0.88454,                0.87161,                0.92548,                0.69693,                 1.0404,                0.69779,                0.96044,              0.0011279,              0.0011279,              0.0011279
                     51,                0.89007,                0.58271,                0.91711,                 0.9256,                0.84372,                 0.9245,                0.70133,                 1.0181,                0.68938,                0.95016,              0.0011169,              0.0011169,              0.0011169
                     52,                0.86646,                0.56596,                0.91228,                0.91589,                0.88395,                0.94141,                 0.7165,                0.99717,                0.64639,                0.94562,              0.0011059,              0.0011059,              0.0011059
                     53,                0.84257,                0.55873,                0.89892,                 0.9276,                0.81415,                0.92773,                0.71877,                0.96627,                0.66267,                0.93166,              0.0010949,              0.0010949,              0.0010949
                     54,                0.85819,                0.56524,                0.89446,                0.90691,                0.82702,                0.92317,                0.71221,                0.99399,                0.67974,                 0.9476,              0.0010839,              0.0010839,              0.0010839
                     55,                0.84094,                0.55747,                0.90189,                0.89441,                0.84658,                 0.9221,                 0.7077,                0.97127,                0.67186,                0.93651,              0.0010729,              0.0010729,              0.0010729
                     56,                0.84106,                0.55325,                0.89887,                0.90665,                0.83048,                0.92909,                0.69878,                 1.0286,                0.68222,                 0.9486,              0.0010619,              0.0010619,              0.0010619
                     57,                0.87626,                0.57067,                 0.9109,                0.89458,                0.85356,                0.93257,                 0.6977,                 1.0702,                0.69325,                0.97805,              0.0010509,              0.0010509,              0.0010509
                     58,                0.85886,                0.56065,                0.90809,                0.89293,                0.82929,                 0.9278,                 0.7114,                 1.0072,                0.71696,                0.96178,              0.0010399,              0.0010399,              0.0010399
                     59,                0.84175,                0.55628,                 0.8998,                0.93466,                0.83864,                0.92876,                0.71923,                 1.0021,                0.79235,                0.95511,              0.0010289,              0.0010289,              0.0010289
                     60,                0.85165,                0.56227,                0.90709,                0.91299,                0.85936,                0.93018,                0.70803,                 1.0612,                0.67904,                0.97589,              0.0010179,              0.0010179,              0.0010179
                     61,                0.82032,                0.54533,                0.89599,                0.87227,                0.90999,                 0.9348,                0.70097,                 1.0131,                 0.6544,                 0.9538,              0.0010069,              0.0010069,              0.0010069
                     62,                0.84399,                0.55734,                0.90623,                0.90432,                0.89339,                0.94354,                0.71286,                 1.0029,                0.65966,                0.93651,             0.00099587,             0.00099587,             0.00099587
                     63,                0.82225,                0.53786,                0.89211,                0.88041,                0.86091,                0.93752,                0.71127,                 1.0034,                0.65631,                  0.948,             0.00098486,             0.00098486,             0.00098486
                     64,                0.82418,                0.54782,                0.90589,                0.91082,                0.90583,                0.95072,                0.72421,                0.99417,                0.61891,                0.93598,             0.00097386,             0.00097386,             0.00097386
                     65,                0.81178,                0.53972,                0.88989,                0.92872,                0.87566,                0.94569,                0.72844,                0.97528,                0.62668,                0.93849,             0.00096286,             0.00096286,             0.00096286
                     66,                0.83263,                0.54405,                 0.8938,                0.86284,                0.89521,                0.93734,                0.71588,                0.99517,                0.66288,                0.94812,             0.00095186,             0.00095186,             0.00095186
                     67,                0.81917,                 0.5403,                0.88986,                 0.9277,                0.85324,                0.93875,                0.72213,                0.97236,                 0.6556,                0.94218,             0.00094085,             0.00094085,             0.00094085
                     68,                0.81479,                0.53174,                0.88408,                0.91672,                0.84025,                0.93591,                0.71781,                0.97511,                0.65091,                 0.9448,             0.00092985,             0.00092985,             0.00092985
                     69,                0.79459,                0.51905,                0.88119,                0.92567,                0.86077,                 0.9464,                0.73219,                 0.9635,                0.60108,                0.92916,             0.00091885,             0.00091885,             0.00091885
                     70,                0.81793,                0.53697,                0.89602,                0.90909,                0.84588,                0.93335,                0.72775,                0.98354,                 0.6416,                0.93655,             0.00090785,             0.00090785,             0.00090785
                     71,                0.81181,                0.53271,                0.88907,                0.89688,                0.86729,                0.92911,                0.72404,                0.95495,                0.63349,                0.93026,             0.00089685,             0.00089685,             0.00089685
                     72,                0.79228,                 0.5245,                0.88874,                0.91343,                0.85547,                0.93532,                0.71998,                 0.9863,                0.62272,                0.94133,             0.00088584,             0.00088584,             0.00088584
                     73,                0.79084,                 0.5095,                0.88934,                0.93014,                0.85018,                0.93975,                0.72135,                  1.008,                0.63755,                0.96078,             0.00087484,             0.00087484,             0.00087484
                     74,                0.79525,                0.52426,                0.88461,                0.90753,                 0.8701,                 0.9376,                0.71908,                 1.0022,                0.64222,                0.94397,             0.00086384,             0.00086384,             0.00086384
                     75,                0.78143,                0.51367,                0.88559,                0.90494,                0.85221,                 0.9272,                0.70492,                 1.0089,                0.66244,                0.94961,             0.00085284,             0.00085284,             0.00085284
                     76,                0.78669,                0.50563,                0.88244,                0.90327,                0.86807,                0.93431,                0.72024,                0.96456,                0.65628,                0.93188,             0.00084184,             0.00084184,             0.00084184
                     77,                 0.7855,                 0.5021,                0.88658,                0.92247,                0.82692,                0.91715,                0.72261,                0.96681,                0.68483,                0.93982,             0.00083083,             0.00083083,             0.00083083
                     78,                0.77368,                0.49836,                0.88338,                0.90262,                0.84412,                0.92822,                0.72973,                0.96533,                0.68805,                0.93873,             0.00081983,             0.00081983,             0.00081983
                     79,                0.77793,                 0.5086,                0.87675,                0.88413,                0.86587,                0.92797,                0.72912,                0.96029,                 0.6963,                0.93756,             0.00080883,             0.00080883,             0.00080883
                     80,                0.78213,                0.50804,                0.88642,                0.87083,                0.89307,                0.93466,                0.73455,                0.93079,                0.62463,                0.92334,             0.00079783,             0.00079783,             0.00079783
                     81,                0.76717,                0.48973,                0.87799,                0.92986,                0.84476,                0.93681,                 0.7272,                0.94811,                0.64813,                0.92304,             0.00078682,             0.00078682,             0.00078682
                     82,                0.77752,                0.49332,                0.88078,                 0.8928,                0.84204,                0.92847,                0.71761,                 1.0077,                0.64828,                0.94519,             0.00077582,             0.00077582,             0.00077582
                     83,                0.76755,                0.49561,                0.87913,                0.91217,                0.84269,                0.93356,                0.72986,                0.95748,                 0.6511,                0.92661,             0.00076482,             0.00076482,             0.00076482
                     84,                0.77413,                0.50271,                0.88031,                0.88786,                0.87743,                0.93738,                0.72461,                0.97059,                 0.6203,                0.93048,             0.00075382,             0.00075382,             0.00075382
                     85,                0.71767,                0.46807,                0.86132,                0.87929,                0.89705,                0.93856,                0.73542,                0.95281,                0.62826,                0.93847,             0.00074282,             0.00074282,             0.00074282
                     86,                0.76947,                0.49204,                0.87684,                0.87738,                0.86478,                0.93991,                0.73428,                0.93672,                 0.6414,                0.92453,             0.00073181,             0.00073181,             0.00073181
                     87,                0.73634,                0.47912,                0.87959,                0.88734,                0.90241,                0.94506,                0.73487,                0.93404,                0.60185,                0.92359,             0.00072081,             0.00072081,             0.00072081
                     88,                0.74243,                0.47776,                0.87231,                0.89096,                0.89846,                0.94354,                0.73438,                0.95667,                0.60325,                0.92369,             0.00070981,             0.00070981,             0.00070981
                     89,                0.74207,                0.48084,                 0.8741,                0.92873,                0.86365,                0.94412,                0.74477,                0.96349,                0.59024,                0.91682,             0.00069881,             0.00069881,             0.00069881
                     90,                 0.7377,                0.46601,                0.85577,                0.87489,                0.91889,                0.94758,                0.74327,                0.95173,                0.58107,                0.91942,              0.0006878,              0.0006878,              0.0006878
                     91,                0.72558,                0.46113,                0.86852,                0.92138,                0.85697,                 0.9227,                 0.7339,                0.93841,                0.64059,                0.91827,              0.0006768,              0.0006768,              0.0006768
                     92,                0.73506,                0.47761,                0.87784,                0.90807,                0.88861,                0.94765,                 0.7486,                0.93942,                0.59273,                0.91547,              0.0006658,              0.0006658,              0.0006658
                     93,                0.72017,                0.46738,                0.87514,                0.92559,                0.87803,                0.94981,                0.75226,                 0.9228,                0.60097,                0.91526,              0.0006548,              0.0006548,              0.0006548
                     94,                0.72553,                0.46781,                0.87013,                0.89705,                0.89275,                0.94478,                0.75626,                0.92418,                0.59356,                0.91445,              0.0006438,              0.0006438,              0.0006438
                     95,                0.75305,                0.47374,                0.87366,                 0.9118,                0.89156,                0.94873,                0.74496,                0.95065,                0.59608,                0.92011,             0.00063279,             0.00063279,             0.00063279
                     96,                0.73045,                0.47292,                0.87231,                0.93844,                0.85206,                0.94965,                0.74374,                0.96423,                0.59683,                0.93243,             0.00062179,             0.00062179,             0.00062179
                     97,                0.71554,                0.45972,                0.86773,                0.90957,                 0.8876,                0.94209,                 0.7535,                0.94087,                 0.6057,                0.92398,             0.00061079,             0.00061079,             0.00061079
                     98,                0.72128,                0.45891,                0.87008,                0.91831,                0.87998,                0.94777,                0.75489,                0.93826,                0.59534,                0.92584,             0.00059979,             0.00059979,             0.00059979
                     99,                0.69321,                0.45028,                0.86831,                0.90581,                0.90536,                0.94658,                0.75279,                0.92751,                0.57351,                0.92261,             0.00058878,             0.00058878,             0.00058878
                    100,                0.70665,                0.45179,                0.86328,                0.89936,                0.89221,                0.94806,                0.75308,                0.93587,                0.58158,                0.92404,             0.00057778,             0.00057778,             0.00057778
                    101,                0.71651,                0.45095,                0.86728,                0.93055,                0.87204,                0.94369,                0.74004,                 0.9425,                0.58294,                0.92323,             0.00056678,             0.00056678,             0.00056678
                    102,                 0.7195,                0.45291,                0.86247,                  0.918,                0.87514,                0.94528,                0.74241,                0.92386,                0.59317,                0.91953,             0.00055578,             0.00055578,             0.00055578
                    103,                0.71983,                0.45394,                 0.8731,                0.94554,                0.85849,                0.94928,                0.75553,                0.91384,                0.58529,                0.91161,             0.00054478,             0.00054478,             0.00054478
                    104,                0.70922,                0.44026,                0.86181,                0.94117,                0.87851,                0.94553,                0.75119,                0.92157,                0.58163,                  0.913,             0.00053377,             0.00053377,             0.00053377
                    105,                  0.699,                0.43624,                0.85889,                0.94698,                   0.86,                0.94832,                0.75904,                0.91468,                0.58208,                0.91275,             0.00052277,             0.00052277,             0.00052277
                    106,                0.68795,                0.43527,                0.85723,                0.89683,                0.88681,                0.94807,                0.75628,                0.91773,                 0.5836,                0.91549,             0.00051177,             0.00051177,             0.00051177
                    107,                0.70246,                0.44352,                0.86022,                0.90559,                  0.873,                0.94746,                0.75019,                0.91814,                0.57675,                0.91211,             0.00050077,             0.00050077,             0.00050077
                    108,                0.68467,                0.43592,                0.85476,                0.92177,                0.88094,                0.94471,                0.75122,                0.91479,                 0.5707,                0.91929,             0.00048976,             0.00048976,             0.00048976
                    109,                0.70914,                0.43665,                0.86065,                0.90908,                0.89152,                0.95143,                 0.7555,                0.90179,                0.57819,                0.91218,             0.00047876,             0.00047876,             0.00047876
                    110,                0.68779,                0.43986,                0.87058,                0.91871,                0.88728,                0.94848,                0.74853,                0.90593,                0.57218,                0.90961,             0.00046776,             0.00046776,             0.00046776
                    111,                0.67487,                0.42257,                0.86456,                0.92842,                0.86673,                0.94931,                0.75019,                0.92589,                0.56602,                0.91114,             0.00045676,             0.00045676,             0.00045676
                    112,                0.68508,                0.44236,                0.85951,                0.92423,                0.87879,                0.94916,                 0.7662,                0.89675,                0.58247,                0.90796,             0.00044576,             0.00044576,             0.00044576
                    113,                 0.6883,                0.43342,                0.86289,                0.95539,                0.85998,                0.95117,                0.75227,                  0.926,                0.58526,                0.91379,             0.00043475,             0.00043475,             0.00043475
                    114,                 0.6698,                0.42389,                0.85872,                0.94854,                0.86016,                0.94782,                0.75606,                0.91813,                0.60129,                0.91951,             0.00042375,             0.00042375,             0.00042375
                    115,                0.69424,                0.42936,                0.86305,                0.92772,                0.87546,                0.94535,                 0.7551,                 0.9184,                0.59748,                0.91896,             0.00041275,             0.00041275,             0.00041275
                    116,                0.66724,                0.41905,                0.86311,                0.94242,                0.85372,                 0.9521,                0.76466,                0.89264,                0.55494,                 0.9068,             0.00040175,             0.00040175,             0.00040175
                    117,                 0.6674,                0.42548,                0.85669,                0.91509,                0.87428,                0.94675,                0.76004,                0.91673,                0.57645,                0.90559,             0.00039074,             0.00039074,             0.00039074
                    118,                0.67642,                0.41842,                0.85822,                0.94129,                0.85995,                0.95334,                0.76376,                0.89643,                 0.5802,                0.90204,             0.00037974,             0.00037974,             0.00037974
                    119,                0.65636,                0.41607,                0.85509,                0.91987,                 0.8887,                0.95065,                0.76449,                0.90648,                0.57058,                0.90585,             0.00036874,             0.00036874,             0.00036874
                    120,                0.64477,                0.41413,                0.85103,                0.90679,                0.89521,                  0.951,                0.76534,                0.90598,                 0.5522,                0.90979,             0.00035774,             0.00035774,             0.00035774
                    121,                0.65251,                0.40902,                 0.8512,                0.91228,                0.89758,                0.95401,                0.77186,                0.89765,                 0.5525,                0.90626,             0.00034674,             0.00034674,             0.00034674
                    122,                0.66205,                0.40819,                0.85064,                0.91373,                0.88033,                0.95128,                 0.7715,                0.89228,                0.54343,                0.90535,             0.00033573,             0.00033573,             0.00033573
                    123,                0.64634,                0.40971,                0.85434,                0.87966,                0.90872,                0.94508,                0.76309,                0.89828,                0.55396,                0.90672,             0.00032473,             0.00032473,             0.00032473
                    124,                0.63961,                0.40647,                0.84201,                0.90344,                0.88942,                0.94895,                0.76117,                0.91473,                0.55743,                0.91083,             0.00031373,             0.00031373,             0.00031373
                    125,                  0.661,                0.41465,                0.85207,                0.88982,                 0.8995,                0.95165,                0.76286,                 0.9191,                0.59818,                0.90696,             0.00030273,             0.00030273,             0.00030273
                    126,                0.64099,                0.40998,                0.85004,                0.90287,                0.90722,                0.94887,                0.76328,                0.89236,                0.55957,                0.90055,             0.00029172,             0.00029172,             0.00029172
                    127,                0.63489,                0.40291,                0.85165,                0.93408,                 0.8999,                0.95689,                0.76711,                0.89776,                  0.559,                0.90204,             0.00028072,             0.00028072,             0.00028072
                    128,                0.64163,                0.40885,                0.84981,                0.88967,                0.90879,                0.95141,                0.76697,                 0.8903,                0.55883,                0.90159,             0.00026972,             0.00026972,             0.00026972
                    129,                0.64998,                0.40977,                0.85707,                0.88709,                0.89302,                0.94515,                0.76135,                0.89306,                0.57732,                0.89914,             0.00025872,             0.00025872,             0.00025872
                    130,                0.65715,                0.40857,                0.85421,                 0.9147,                  0.882,                0.94724,                 0.7596,                0.89206,                0.57861,                0.89851,             0.00024772,             0.00024772,             0.00024772
                    131,                0.64111,                0.40327,                0.85139,                0.88408,                0.89642,                 0.9523,                0.76372,                0.90108,                 0.5504,                0.91155,             0.00023671,             0.00023671,             0.00023671
                    132,                 0.6398,                0.39866,                0.84958,                0.91016,                0.88798,                0.95221,                0.76505,                0.89678,                0.54997,                0.90183,             0.00022571,             0.00022571,             0.00022571
                    133,                0.63695,                0.40039,                 0.8546,                0.91141,                0.87609,                0.94802,                0.76315,                0.90899,                0.54958,                0.90645,             0.00021471,             0.00021471,             0.00021471
                    134,                0.61807,                0.38719,                0.84425,                0.91019,                0.89028,                0.95037,                0.76499,                0.90698,                0.55165,                0.90432,             0.00020371,             0.00020371,             0.00020371
                    135,                0.62979,                0.38841,                0.85447,                0.91793,                0.88882,                0.95225,                0.76909,                0.89926,                0.54512,                0.90082,             0.00019271,             0.00019271,             0.00019271
                    136,                0.61913,                0.38452,                0.84447,                0.91007,                0.89165,                0.95216,                0.76613,                0.90237,                0.55846,                0.90038,              0.0001817,              0.0001817,              0.0001817
                    137,                0.61297,                0.39031,                0.84754,                0.91703,                0.89206,                0.95696,                0.77237,                0.88681,                0.54137,                0.89842,              0.0001707,              0.0001707,              0.0001707
                    138,                0.58985,                0.37505,                0.84888,                0.91873,                0.89854,                0.95629,                0.77145,                0.89274,                0.53836,                0.90194,              0.0001597,              0.0001597,              0.0001597
                    139,                0.61892,                0.38734,                0.84257,                0.92177,                 0.9037,                0.95359,                0.76869,                0.90563,                0.53356,                0.90611,              0.0001487,              0.0001487,              0.0001487
                    140,                 0.6192,                0.38837,                0.84959,                0.89801,                  0.911,                 0.9541,                0.76997,                0.89287,                0.53741,                0.90401,             0.00013769,             0.00013769,             0.00013769
                    141,                0.67101,                0.40826,                0.83795,                0.90336,                0.89416,                0.95351,                0.76637,                 0.9013,                0.54187,                0.90138,             0.00012669,             0.00012669,             0.00012669
                    142,                 0.6614,                0.39394,                0.83908,                0.90718,                 0.8884,                0.95227,                0.76452,                0.90002,                0.54211,                0.90757,             0.00011569,             0.00011569,             0.00011569
                    143,                0.65008,                0.39142,                 0.8317,                0.91726,                0.88548,                0.94993,                0.76354,                0.90005,                 0.5384,                0.90521,             0.00010469,             0.00010469,             0.00010469
                    144,                0.63791,                 0.3829,                0.83424,                0.91248,                 0.8967,                 0.9492,                 0.7671,                0.88629,                0.53767,                0.90177,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.63141,                0.38478,                0.83114,                0.90219,                0.91068,                0.94998,                0.76816,                0.89155,                0.53865,                 0.9024,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                 0.6344,                0.37838,                0.83202,                0.88408,                0.92154,                0.94831,                0.77185,                0.89298,                0.53831,                0.90423,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.64099,                0.37484,                0.83112,                0.91626,                0.89558,                0.95012,                0.76721,                0.89178,                0.53608,                0.90371,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.63241,                0.37407,                0.83329,                0.91876,                0.88791,                0.95153,                0.77007,                0.88592,                0.53473,                0.90452,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                 0.6217,                0.37698,                0.82886,                 0.9108,                0.89854,                0.95151,                0.77136,                0.88083,                0.53557,                0.90328,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.64213,                0.38383,                0.83175,                0.91743,                0.89307,                 0.9514,                0.77014,                0.88293,                0.53725,                0.90359,             2.7672e-05,             2.7672e-05,             2.7672e-05
