                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  1.174,                 0.9991,                0.99615,                0.37019,                0.26286,                0.27887,                0.20519,                 1.3049,                 2.8199,                 1.0267,              0.0013369,              0.0013369,              0.0013369
                     12,                 1.1319,                0.94023,                0.98852,                0.63517,                0.65133,                 0.7156,                0.47233,                  1.301,                 1.5125,                 1.0282,              0.0013039,              0.0013039,              0.0013039
                     13,                 1.1307,                0.90619,                0.98138,                0.86179,                0.68555,                0.82418,                0.57353,                 1.2113,                 1.2983,                0.98844,              0.0012709,              0.0012709,              0.0012709
                     14,                 1.1085,                0.86813,                0.96072,                0.84826,                0.76024,                0.83196,                0.57827,                 1.2064,                 1.1094,                 0.9882,              0.0012379,              0.0012379,              0.0012379
                     15,                 1.0723,                0.86135,                0.96412,                0.77295,                0.76261,                0.83513,                0.60645,                 1.0656,                0.98189,                0.93856,              0.0012049,              0.0012049,              0.0012049
                     16,                 1.0681,                0.80513,                0.95435,                0.80567,                0.84837,                0.90143,                0.63019,                 1.0865,                 1.2209,                0.95607,              0.0011719,              0.0011719,              0.0011719
                     17,                 1.0386,                0.79875,                0.95008,                0.78492,                0.81294,                0.88292,                0.64281,                 1.0521,                0.89313,                0.94086,              0.0011389,              0.0011389,              0.0011389
                     18,                 1.0276,                0.77316,                0.95356,                0.78094,                0.73864,                0.83334,                0.59734,                 1.1138,                 1.0163,                0.96021,              0.0011059,              0.0011059,              0.0011059
                     19,                  1.018,                0.76419,                0.95272,                0.77399,                0.80052,                0.84552,                0.60524,                 1.0597,                0.96267,                0.93661,              0.0010729,              0.0010729,              0.0010729
                     20,                 1.0254,                0.75662,                0.94742,                0.78124,                0.76748,                0.84101,                0.59247,                 1.0966,                0.93129,                0.95346,              0.0010399,              0.0010399,              0.0010399
                     21,                 1.0046,                0.73349,                0.94545,                 0.7321,                0.83408,                0.87269,                0.62215,                  1.059,                0.91065,                0.92214,              0.0010069,              0.0010069,              0.0010069
                     22,                0.99244,                0.72283,                0.94327,                0.84128,                0.84805,                0.90211,                0.66518,                 1.0184,                0.79028,                0.93123,             0.00097386,             0.00097386,             0.00097386
                     23,                0.99362,                0.71311,                0.93649,                0.84347,                0.82089,                0.89657,                0.64512,                 1.0422,                0.82025,                0.92944,             0.00094085,             0.00094085,             0.00094085
                     24,                 0.9733,                0.68798,                 0.9327,                0.87409,                0.85488,                0.92504,                0.70932,                0.96331,                0.69972,                0.89808,             0.00090785,             0.00090785,             0.00090785
                     25,                0.97385,                0.68296,                0.92612,                0.84006,                0.84723,                 0.9112,                0.68505,                0.97953,                0.74206,                0.91443,             0.00087484,             0.00087484,             0.00087484
                     26,                 0.9629,                 0.6791,                0.92262,                0.85025,                0.83305,                0.89711,                0.66474,                0.99857,                0.76149,                0.91185,             0.00084184,             0.00084184,             0.00084184
                     27,                0.94435,                0.66329,                0.91833,                0.87502,                0.81771,                 0.9149,                0.68426,                0.97187,                0.70241,                0.89911,             0.00080883,             0.00080883,             0.00080883
                     28,                0.92737,                0.63955,                0.91753,                0.87131,                0.82513,                0.91304,                  0.688,                0.96441,                0.69535,                 0.8992,             0.00077582,             0.00077582,             0.00077582
                     29,                0.91448,                0.63608,                0.91837,                0.83451,                0.84983,                0.91482,                0.69093,                0.96278,                0.68964,                0.89552,             0.00074282,             0.00074282,             0.00074282
                     30,                0.92417,                0.64191,                0.92559,                0.88161,                0.81421,                 0.9142,                0.70318,                0.94045,                0.68586,                0.88899,             0.00070981,             0.00070981,             0.00070981
                     31,                0.88834,                0.62627,                0.91995,                0.85879,                0.85052,                0.90092,                0.69951,                0.92108,                0.72895,                0.89786,              0.0006768,              0.0006768,              0.0006768
                     32,                0.85847,                0.59917,                0.89514,                0.85781,                0.86944,                0.91714,                0.70452,                0.90305,                0.68633,                0.88436,              0.0006438,              0.0006438,              0.0006438
                     33,                0.89533,                0.60619,                0.90931,                0.85623,                0.86051,                0.91982,                0.70973,                0.90284,                0.67412,                 0.8843,             0.00061079,             0.00061079,             0.00061079
                     34,                0.87866,                0.60809,                0.90231,                0.85627,                0.85153,                0.91701,                0.71313,                0.89618,                 0.6919,                 0.8867,             0.00057778,             0.00057778,             0.00057778
                     35,                0.85711,                0.58924,                0.89596,                0.87133,                0.85159,                0.92769,                0.72666,                0.87554,                0.65219,                0.88261,             0.00054478,             0.00054478,             0.00054478
                     36,                0.84256,                0.57952,                0.89302,                0.85819,                 0.8514,                0.92747,                0.72479,                0.90912,                0.63892,                 0.8865,             0.00051177,             0.00051177,             0.00051177
                     37,                0.85953,                0.58032,                0.89321,                0.83295,                0.87824,                0.92543,                0.72686,                 0.8616,                0.66016,                0.87843,             0.00047876,             0.00047876,             0.00047876
                     38,                0.83692,                0.57194,                0.89544,                0.86118,                0.88628,                0.93368,                0.73067,                0.87221,                0.61933,                0.88237,             0.00044576,             0.00044576,             0.00044576
                     39,                0.82883,                0.56614,                0.89366,                0.82517,                0.90236,                0.92461,                0.72689,                0.90184,                0.65453,                0.88747,             0.00041275,             0.00041275,             0.00041275
                     40,                0.82759,                0.55676,                 0.9014,                0.83685,                0.89709,                0.93495,                0.73003,                0.87625,                0.62588,                0.88444,             0.00037974,             0.00037974,             0.00037974
                     41,                0.85194,                0.56633,                0.88789,                0.88541,                0.84365,                0.93067,                 0.7344,                0.87754,                  0.588,                0.88145,             0.00034674,             0.00034674,             0.00034674
                     42,                0.85187,                0.55542,                0.88677,                0.88827,                0.84018,                0.92273,                0.71622,                0.88147,                0.62664,                0.87296,             0.00031373,             0.00031373,             0.00031373
                     43,                0.82644,                0.53489,                 0.8671,                0.85985,                0.87808,                0.93748,                0.73563,                0.87456,                0.58964,                0.86993,             0.00028072,             0.00028072,             0.00028072
                     44,                0.80847,                0.52777,                0.87852,                0.86072,                0.86774,                0.93341,                0.73557,                 0.8707,                 0.6085,                 0.8685,             0.00024772,             0.00024772,             0.00024772
                     45,                0.79152,                0.52177,                0.86525,                0.83191,                0.89891,                0.93509,                0.73561,                0.85687,                0.60606,                 0.8657,             0.00021471,             0.00021471,             0.00021471
                     46,                0.79428,                 0.5118,                0.86444,                0.91408,                0.80584,                 0.9339,                0.74021,                0.84059,                0.59358,                0.86365,              0.0001817,              0.0001817,              0.0001817
                     47,                0.76872,                0.49321,                0.86268,                0.84368,                0.88571,                0.93306,                0.73362,                0.83855,                0.59098,                0.86524,              0.0001487,              0.0001487,              0.0001487
                     48,                0.78276,                0.49491,                0.85698,                0.82508,                0.91117,                0.93327,                0.74323,                0.83803,                0.57871,                0.86627,             0.00011569,             0.00011569,             0.00011569
                     49,                0.76158,                 0.4833,                0.85467,                 0.8274,                0.92258,                0.93498,                0.74338,                0.82857,                0.57663,                0.86256,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.75363,                 0.4757,                0.85185,                0.82253,                0.92222,                0.93776,                0.74922,                0.82742,                0.57424,                0.86179,             4.9677e-05,             4.9677e-05,             4.9677e-05
