                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.87482,                0.61677,                0.90973,                0.87371,                 0.8601,                 0.9048,                0.67346,                 1.0535,                0.69978,                0.94023,             0.00074282,             0.00074282,             0.00074282
                     30,                0.88514,                0.63513,                 0.9059,                 0.8574,                 0.8595,                0.90465,                0.66572,                 1.0603,                0.69561,                0.93778,             0.00070981,             0.00070981,             0.00070981
                     31,                0.89048,                0.62477,                0.91233,                0.87776,                0.83762,                0.90716,                0.68912,                 1.0387,                0.69879,                0.92147,              0.0006768,              0.0006768,              0.0006768
                     32,                0.89083,                0.62483,                0.90801,                0.88027,                 0.8405,                0.92244,                0.68079,                 1.0817,                0.69085,                0.92062,              0.0006438,              0.0006438,              0.0006438
                     33,                0.88015,                0.60666,                0.89731,                0.89118,                0.84139,                0.92313,                0.69574,                 1.0226,                0.67825,                0.91668,             0.00061079,             0.00061079,             0.00061079
                     34,                0.88178,                0.60163,                0.91339,                0.88597,                0.84741,                0.91545,                0.69017,                 1.0285,                0.68849,                0.91188,             0.00057778,             0.00057778,             0.00057778
                     35,                0.84155,                0.57027,                0.89775,                0.88196,                0.83837,                0.91995,                0.69778,                 1.0056,                0.67532,                0.91242,             0.00054478,             0.00054478,             0.00054478
                     36,                0.84325,                 0.5721,                0.89775,                0.88946,                0.83725,                0.92183,                0.70651,                0.97949,                0.65345,                0.90371,             0.00051177,             0.00051177,             0.00051177
                     37,                0.83538,                0.55984,                0.89204,                0.86957,                0.86322,                0.93294,                0.70772,                0.97569,                0.63861,                0.90609,             0.00047876,             0.00047876,             0.00047876
                     38,                0.82514,                0.55506,                0.89414,                0.84872,                  0.881,                0.92839,                0.70877,                0.98247,                0.64573,                0.91246,             0.00044576,             0.00044576,             0.00044576
                     39,                0.81861,                0.55416,                0.88029,                0.84211,                0.90549,                 0.9265,                0.71553,                0.97692,                0.64618,                0.90226,             0.00041275,             0.00041275,             0.00041275
                     40,                0.84502,                0.56267,                0.89654,                0.88243,                0.88346,                0.94075,                0.72975,                0.96861,                0.63094,                0.89874,             0.00037974,             0.00037974,             0.00037974
                     41,                0.85806,                0.57584,                0.88424,                0.88665,                0.86945,                0.94029,                0.71399,                0.99943,                0.61348,                 0.9058,             0.00034674,             0.00034674,             0.00034674
                     42,                0.83889,                0.56351,                 0.8696,                0.84974,                0.89844,                0.93851,                0.71854,                0.99245,                0.61573,                0.90133,             0.00031373,             0.00031373,             0.00031373
                     43,                0.82349,                0.53564,                0.87267,                0.87866,                0.88582,                0.94133,                0.72773,                0.96297,                0.59366,                0.89619,             0.00028072,             0.00028072,             0.00028072
                     44,                0.79716,                0.53231,                0.86568,                0.88231,                0.89186,                 0.9412,                0.72936,                0.94481,                0.61296,                0.89023,             0.00024772,             0.00024772,             0.00024772
                     45,                0.79391,                0.51902,                 0.8656,                0.88736,                0.88941,                 0.9491,                0.73672,                0.95155,                0.57392,                0.89519,             0.00021471,             0.00021471,             0.00021471
                     46,                0.78364,                0.51838,                0.85885,                0.88341,                0.89807,                0.94982,                0.73869,                0.94992,                0.56566,                0.89791,              0.0001817,              0.0001817,              0.0001817
                     47,                0.78505,                0.50902,                 0.8604,                0.90339,                0.88493,                0.95215,                0.74539,                0.93185,                0.55525,                0.88527,              0.0001487,              0.0001487,              0.0001487
                     48,                 0.7767,                0.50004,                 0.8546,                0.88781,                0.90568,                0.95407,                0.75472,                0.93783,                0.55415,                0.88434,             0.00011569,             0.00011569,             0.00011569
                     49,                0.75799,                 0.4902,                0.85596,                0.92133,                0.87783,                0.95783,                0.75878,                0.92786,                0.55482,                0.88162,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.74609,                0.48048,                0.85528,                0.89973,                0.90572,                0.95693,                0.75485,                0.93086,                0.55161,                0.88304,             4.9677e-05,             4.9677e-05,             4.9677e-05
