                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0922,                0.82969,                0.97596,                0.81858,                0.82596,                0.88785,                0.62535,                 1.1569,                0.92481,                0.98856,              0.0013369,              0.0013369,              0.0013369
                     17,                 1.0446,                0.80138,                0.96596,                0.86329,                0.81973,                 0.8885,                 0.6345,                 1.1408,                0.83499,                0.97128,              0.0013149,              0.0013149,              0.0013149
                     18,                 1.0516,                0.81018,                0.96607,                0.76106,                0.81051,                0.85348,                0.60392,                 1.1423,                0.87701,                0.99771,              0.0012929,              0.0012929,              0.0012929
                     19,                 1.0383,                0.79536,                 0.9621,                0.85642,                0.78457,                0.88261,                0.62066,                 1.1413,                0.84455,                0.99723,              0.0012709,              0.0012709,              0.0012709
                     20,                 1.0186,                0.75865,                0.95508,                0.80159,                 0.7311,                 0.8299,                0.57862,                 1.1592,                0.98469,                  1.047,              0.0012489,              0.0012489,              0.0012489
                     21,                 1.0188,                0.74532,                0.94494,                0.84008,                 0.8171,                0.88683,                0.62735,                 1.1127,                0.83844,                0.99533,              0.0012269,              0.0012269,              0.0012269
                     22,                0.97771,                 0.7452,                0.94347,                0.85744,                0.76888,                0.89434,                0.64839,                 1.0942,                0.85205,                0.96028,              0.0012049,              0.0012049,              0.0012049
                     23,                  1.007,                0.73322,                0.92992,                0.84292,                0.82604,                0.90901,                0.66554,                 1.0147,                0.78022,                0.94519,              0.0011829,              0.0011829,              0.0011829
                     24,                0.99469,                0.71489,                0.93515,                0.80694,                0.84371,                0.90611,                0.66374,                 1.0574,                 0.8095,                0.95588,              0.0011609,              0.0011609,              0.0011609
                     25,                0.99731,                0.70929,                0.94009,                0.88135,                0.78502,                0.88821,                0.64692,                 1.0804,                 0.8383,                0.94481,              0.0011389,              0.0011389,              0.0011389
                     26,                0.94934,                0.68605,                0.92519,                0.90699,                0.81766,                0.90299,                0.64581,                 1.1171,                0.83782,                0.98114,              0.0011169,              0.0011169,              0.0011169
                     27,                0.95413,                0.68149,                0.92707,                0.92748,                0.78497,                0.91793,                 0.6696,                 1.0608,                0.71224,                0.98362,              0.0010949,              0.0010949,              0.0010949
                     28,                 0.9401,                0.66361,                0.92667,                0.84058,                0.84047,                0.90005,                0.67499,                 1.0189,                0.73697,                0.94007,              0.0010729,              0.0010729,              0.0010729
                     29,                0.93645,                0.68741,                0.93185,                0.86274,                0.81883,                0.90003,                0.66797,                 1.0266,                0.73723,                 0.9526,              0.0010509,              0.0010509,              0.0010509
                     30,                0.93422,                 0.6473,                0.92836,                0.85223,                0.83838,                0.91151,                0.67315,                  1.015,                0.69587,                0.95666,              0.0010289,              0.0010289,              0.0010289
                     31,                0.91287,                0.65812,                0.92284,                0.89842,                0.83777,                 0.9277,                0.68466,                  1.036,                0.71218,                0.95685,              0.0010069,              0.0010069,              0.0010069
                     32,                0.89666,                0.63603,                0.90437,                0.86821,                0.79485,                0.90195,                0.66139,                 1.0094,                  0.754,                0.94203,             0.00098486,             0.00098486,             0.00098486
                     33,                0.90741,                0.63251,                0.91597,                0.89372,                0.85269,                0.92828,                0.69092,                 1.0061,                0.69004,                0.93362,             0.00096286,             0.00096286,             0.00096286
                     34,                0.92024,                0.62577,                0.91756,                0.85274,                0.84344,                0.92197,                0.67969,                 1.0305,                0.70037,                0.93932,             0.00094085,             0.00094085,             0.00094085
                     35,                0.91547,                0.62158,                0.91699,                0.91755,                0.83055,                0.93096,                0.69235,                 1.0006,                0.67245,                0.93353,             0.00091885,             0.00091885,             0.00091885
                     36,                0.90777,                0.63389,                0.91025,                0.90563,                0.85891,                0.93615,                0.70168,                 1.0107,                0.69541,                0.95274,             0.00089685,             0.00089685,             0.00089685
                     37,                0.88002,                0.61738,                0.90776,                 0.8555,                0.88017,                0.93162,                0.69276,                0.99993,                0.66698,                0.93805,             0.00087484,             0.00087484,             0.00087484
                     38,                0.89689,                0.61131,                0.91202,                0.85649,                0.88141,                0.93733,                0.68972,                 1.0209,                0.70101,                0.95051,             0.00085284,             0.00085284,             0.00085284
                     39,                0.87834,                0.59747,                0.89845,                0.90377,                0.84949,                0.93867,                0.70653,                0.96947,                0.63724,                0.92016,             0.00083083,             0.00083083,             0.00083083
                     40,                 0.8698,                0.58128,                0.89603,                0.86035,                0.85163,                0.93177,                0.70161,                0.98649,                0.66811,                0.93361,             0.00080883,             0.00080883,             0.00080883
                     41,                0.87869,                0.59314,                0.89912,                0.88288,                0.83688,                0.93512,                0.69958,                 1.0015,                0.66092,                0.94855,             0.00078682,             0.00078682,             0.00078682
                     42,                0.83368,                0.56376,                0.89607,                0.90533,                0.86159,                0.93936,                0.69697,                 1.0106,                0.64836,                0.95126,             0.00076482,             0.00076482,             0.00076482
                     43,                0.85892,                0.57427,                0.90235,                0.87351,                0.89736,                0.94512,                0.70734,                 1.0022,                0.62344,                0.93742,             0.00074282,             0.00074282,             0.00074282
                     44,                0.85221,                0.57539,                0.89683,                0.86877,                0.90537,                 0.9372,                0.70757,                 0.9554,                0.64693,                0.91727,             0.00072081,             0.00072081,             0.00072081
                     45,                 0.8603,                0.58003,                0.90232,                0.86913,                0.88252,                0.93879,                0.70917,                0.97767,                0.63159,                0.91932,             0.00069881,             0.00069881,             0.00069881
                     46,                0.81953,                0.57024,                0.89078,                0.87316,                0.90254,                0.94389,                0.71914,                0.94036,                0.61916,                0.91323,              0.0006768,              0.0006768,              0.0006768
                     47,                0.80194,                0.56241,                0.89134,                0.89639,                0.88276,                0.94143,                0.71197,                0.94689,                0.62258,                0.92416,              0.0006548,              0.0006548,              0.0006548
                     48,                0.81299,                0.54138,                0.89382,                0.89556,                0.86843,                0.93752,                0.71701,                0.96028,                 0.6333,                0.91789,             0.00063279,             0.00063279,             0.00063279
                     49,                0.83314,                0.54654,                0.89012,                0.90262,                0.85674,                 0.9389,                0.71751,                0.98865,                 0.6394,                0.92202,             0.00061079,             0.00061079,             0.00061079
                     50,                0.85539,                0.55247,                0.88668,                0.90376,                  0.868,                0.94076,                 0.7153,                0.97601,                 0.6322,                0.91381,             0.00058878,             0.00058878,             0.00058878
                     51,                0.81976,                0.54052,                0.88743,                0.88443,                0.89105,                0.94858,                0.72262,                0.93706,                0.62061,                0.90689,             0.00056678,             0.00056678,             0.00056678
                     52,                0.79755,                0.53007,                0.88659,                0.91141,                 0.8776,                0.94724,                  0.727,                0.93598,                0.59964,                0.92064,             0.00054478,             0.00054478,             0.00054478
                     53,                0.78301,                0.52173,                0.87939,                0.93503,                0.88163,                0.94592,                0.72924,                 0.9269,                0.58431,                0.91856,             0.00052277,             0.00052277,             0.00052277
                     54,                0.79089,                0.52166,                0.88709,                0.87751,                0.90064,                0.94751,                0.72345,                0.94754,                0.58709,                0.93414,             0.00050077,             0.00050077,             0.00050077
                     55,                0.77747,                   0.52,                0.87895,                 0.9119,                0.86086,                0.94604,                0.72466,                0.93496,                0.59787,                0.91663,             0.00047876,             0.00047876,             0.00047876
                     56,                0.75671,                0.50899,                 0.8746,                0.87637,                0.90306,                0.94362,                0.72125,                  0.944,                0.58743,                0.92779,             0.00045676,             0.00045676,             0.00045676
                     57,                0.77138,                0.50956,                0.87812,                0.87872,                0.88092,                0.94588,                0.71893,                0.92412,                0.57984,                 0.9183,             0.00043475,             0.00043475,             0.00043475
                     58,                0.73604,                0.50855,                0.87568,                0.89489,                0.87033,                0.92709,                0.71902,                0.90617,                0.69101,                0.91091,             0.00041275,             0.00041275,             0.00041275
                     59,                0.75571,                0.50421,                   0.87,                0.88977,                0.90406,                0.94262,                 0.7278,                0.91997,                0.60423,                0.90586,             0.00039074,             0.00039074,             0.00039074
                     60,                0.72792,                0.48752,                0.87744,                0.91832,                 0.8889,                 0.9452,                0.73039,                0.92178,                0.58266,                0.90408,             0.00036874,             0.00036874,             0.00036874
                     61,                0.73779,                0.48331,                0.87631,                0.89941,                0.89197,                0.93809,                0.72903,                0.90615,                0.58031,                0.90216,             0.00034674,             0.00034674,             0.00034674
                     62,                0.74177,                0.48372,                0.86711,                0.87593,                0.91659,                0.93996,                0.72575,                0.93185,                0.59105,                0.90336,             0.00032473,             0.00032473,             0.00032473
                     63,                0.74139,                0.48685,                0.86865,                0.91098,                0.87129,                 0.9449,                0.73291,                0.90957,                0.57549,                0.90834,             0.00030273,             0.00030273,             0.00030273
                     64,                0.72925,                0.47373,                0.87139,                0.88434,                0.89648,                0.94369,                0.72874,                0.90965,                0.57964,                0.91374,             0.00028072,             0.00028072,             0.00028072
                     65,                0.72599,                0.47308,                0.86015,                0.87851,                0.91785,                0.94385,                  0.727,                0.90581,                0.58074,                0.91493,             0.00025872,             0.00025872,             0.00025872
                     66,                0.77036,                 0.5195,                0.86374,                 0.9017,                0.87557,                0.94042,                0.72737,                0.92346,                0.59225,                0.91131,             0.00023671,             0.00023671,             0.00023671
                     67,                0.75304,                0.47943,                0.85467,                0.88156,                0.91469,                0.94551,                0.73195,                0.92484,                0.55588,                0.90934,             0.00021471,             0.00021471,             0.00021471
                     68,                0.75534,                0.48248,                0.84593,                0.91431,                0.88556,                0.94411,                0.73533,                0.90504,                0.56511,                0.89754,             0.00019271,             0.00019271,             0.00019271
                     69,                0.73827,                0.46296,                 0.8535,                0.90184,                0.91357,                 0.9493,                0.73456,                0.90004,                 0.5529,                0.89616,              0.0001707,              0.0001707,              0.0001707
                     70,                0.74187,                0.45617,                0.84921,                 0.8814,                 0.9128,                0.95055,                0.74241,                0.88574,                0.54388,                0.89906,              0.0001487,              0.0001487,              0.0001487
                     71,                0.73013,                0.45458,                0.85358,                0.92079,                0.88909,                0.95029,                0.74188,                0.87945,                0.54696,                0.89593,             0.00012669,             0.00012669,             0.00012669
                     72,                0.71718,                0.44164,                0.84462,                0.91322,                0.90999,                0.95131,                0.74214,                0.87812,                 0.5386,                0.89392,             0.00010469,             0.00010469,             0.00010469
                     73,                0.70413,                0.44251,                0.84577,                0.88721,                0.91622,                0.95178,                0.74151,                0.88097,                0.54307,                0.89447,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     74,                0.69474,                0.43047,                 0.8481,                0.89257,                0.91354,                0.95051,                0.75079,                0.86696,                0.53724,                0.89009,             6.0679e-05,             6.0679e-05,             6.0679e-05
                     75,                0.69851,                0.43762,                0.84568,                0.90905,                0.90865,                0.95157,                0.74885,                0.86548,                0.53726,                0.89168,             3.8674e-05,             3.8674e-05,             3.8674e-05
