                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                  1.022,                0.77987,                 0.9518,                0.55282,                0.69115,                 0.5547,                0.37242,                 1.1966,                 1.3865,                0.99604,              0.0010729,              0.0010729,              0.0010729
                     20,                0.98593,                 0.7279,                0.94025,                0.76712,                0.78014,                0.85376,                0.60437,                 1.1667,                0.96311,                0.97915,              0.0010399,              0.0010399,              0.0010399
                     21,                0.96501,                0.71411,                0.93601,                0.85129,                0.80237,                0.89026,                0.64816,                 1.1063,                0.82793,                0.94965,              0.0010069,              0.0010069,              0.0010069
                     22,                 0.9695,                0.70053,                0.93371,                0.83308,                0.80115,                0.87384,                0.63296,                  1.119,                0.83286,                0.94965,             0.00097386,             0.00097386,             0.00097386
                     23,                0.98844,                0.70957,                0.92745,                0.85579,                0.83046,                0.90273,                 0.6654,                 1.0749,                0.76423,                0.94837,             0.00094085,             0.00094085,             0.00094085
                     24,                0.93642,                 0.6878,                 0.9335,                0.80645,                0.85307,                0.89146,                0.65952,                 1.0516,                0.78131,                0.94659,             0.00090785,             0.00090785,             0.00090785
                     25,                0.94963,                0.67741,                0.92613,                0.84433,                0.83175,                0.90774,                0.67876,                 1.0319,                0.81021,                0.93642,             0.00087484,             0.00087484,             0.00087484
                     26,                0.93566,                0.67113,                0.92322,                0.85376,                0.84589,                0.89908,                0.66824,                 1.0452,                 0.7437,                0.93918,             0.00084184,             0.00084184,             0.00084184
                     27,                0.89783,                0.64988,                0.91597,                0.78187,                0.78709,                0.86954,                0.64362,                 1.0515,                0.84572,                0.95513,             0.00080883,             0.00080883,             0.00080883
                     28,                0.91397,                 0.6485,                0.91869,                 0.8531,                0.83614,                0.90065,                0.66906,                 1.0259,                0.75246,                0.93039,             0.00077582,             0.00077582,             0.00077582
                     29,                0.90921,                0.63237,                0.92261,                0.84702,                0.82524,                0.89564,                 0.6607,                 1.0259,                0.72806,                0.92635,             0.00074282,             0.00074282,             0.00074282
                     30,                0.88508,                0.62019,                0.91333,                0.84817,                0.85075,                0.91856,                0.69204,                 1.0436,                0.73199,                0.92429,             0.00070981,             0.00070981,             0.00070981
                     31,                 0.9188,                0.62371,                0.90702,                0.89848,                 0.8244,                0.92826,                0.70148,                 1.0134,                0.71917,                0.92605,              0.0006768,              0.0006768,              0.0006768
                     32,                0.86508,                0.60536,                0.90287,                0.89377,                0.83236,                0.92518,                0.70862,                 1.0038,                0.68081,                0.91781,              0.0006438,              0.0006438,              0.0006438
                     33,                0.87181,                0.60085,                0.90327,                0.89375,                0.81076,                0.91807,                0.71134,                0.97155,                0.68732,                0.91082,             0.00061079,             0.00061079,             0.00061079
                     34,                0.86014,                0.58985,                0.90161,                0.87549,                0.81486,                0.90763,                0.70346,                0.94035,                0.71681,                0.90613,             0.00057778,             0.00057778,             0.00057778
                     35,                0.84778,                0.57553,                 0.8962,                0.81728,                 0.8801,                0.92072,                0.70945,                0.97624,                0.66708,                0.91192,             0.00054478,             0.00054478,             0.00054478
                     36,                0.85269,                0.58029,                0.90026,                0.88669,                0.81552,                0.93001,                0.71311,                0.99859,                0.66923,                0.90555,             0.00051177,             0.00051177,             0.00051177
                     37,                0.83964,                0.56603,                0.88626,                0.85188,                0.85073,                0.92547,                0.70249,                 1.0187,                0.67377,                0.91713,             0.00047876,             0.00047876,             0.00047876
                     38,                0.83157,                0.55321,                0.88506,                0.86395,                0.86759,                0.92718,                0.71755,                0.94997,                0.66476,                 0.9048,             0.00044576,             0.00044576,             0.00044576
                     39,                 0.8303,                 0.5496,                0.89055,                0.86991,                0.83142,                0.91798,                0.70423,                0.97054,                0.71308,                0.90651,             0.00041275,             0.00041275,             0.00041275
                     40,                0.79102,                0.52996,                0.89215,                0.88326,                0.83829,                0.92935,                0.72327,                0.96102,                0.64767,                0.90388,             0.00037974,             0.00037974,             0.00037974
                     41,                0.85638,                0.57305,                0.88692,                0.85199,                0.87138,                0.93679,                0.71457,                0.97371,                0.62735,                0.90129,             0.00034674,             0.00034674,             0.00034674
                     42,                0.83952,                0.54956,                0.87206,                0.85855,                 0.8657,                0.93087,                0.72466,                0.96865,                0.64733,                0.89891,             0.00031373,             0.00031373,             0.00031373
                     43,                0.81953,                0.52729,                 0.8711,                0.83505,                0.86047,                0.91519,                0.70754,                0.96942,                 0.6724,                 0.8978,             0.00028072,             0.00028072,             0.00028072
                     44,                0.79933,                0.51938,                0.86907,                0.83461,                0.87585,                0.93668,                0.73052,                0.92919,                0.65169,                0.89468,             0.00024772,             0.00024772,             0.00024772
                     45,                0.79103,                0.50653,                0.86821,                0.84888,                0.84903,                0.92327,                 0.7175,                0.93489,                0.65141,                 0.8937,             0.00021471,             0.00021471,             0.00021471
                     46,                0.78943,                0.51138,                0.86702,                0.87402,                0.84839,                0.93009,                0.72665,                0.91853,                0.62892,                0.88778,              0.0001817,              0.0001817,              0.0001817
                     47,                0.75799,                0.48918,                0.86291,                0.86711,                 0.8485,                0.92676,                0.72854,                0.90369,                0.62876,                0.88048,              0.0001487,              0.0001487,              0.0001487
                     48,                 0.7623,                0.48498,                0.84985,                0.87727,                0.84903,                0.92574,                0.72424,                0.90571,                0.62564,                0.88129,             0.00011569,             0.00011569,             0.00011569
                     49,                0.73906,                 0.4772,                0.85351,                0.87195,                0.84871,                0.93454,                0.73788,                0.90086,                0.61898,                0.88097,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.74182,                0.46825,                0.85187,                0.86451,                0.85202,                0.93547,                0.73913,                0.89355,                0.61537,                0.87991,             4.9677e-05,             4.9677e-05,             4.9677e-05
