                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0158,                0.77939,                0.95224,                0.86095,                0.70845,                0.79399,                0.54869,                 1.2058,                 1.1595,                 1.0086,              0.0010729,              0.0010729,              0.0010729
                     20,                0.99522,                0.74965,                0.94504,                 0.8713,                0.78404,                0.88983,                0.63581,                 1.0763,                0.82071,                0.97961,              0.0010399,              0.0010399,              0.0010399
                     21,                0.98756,                0.73165,                0.93569,                0.87686,                 0.8141,                0.90316,                0.63884,                 1.0904,                0.77941,                 1.0054,              0.0010069,              0.0010069,              0.0010069
                     22,                 0.9676,                0.72221,                0.94013,                0.89135,                0.80513,                0.89226,                0.65808,                 1.0651,                0.76036,                0.97828,             0.00097386,             0.00097386,             0.00097386
                     23,                0.96076,                0.70456,                0.92349,                0.88726,                0.83745,                0.91896,                0.66602,                 1.0474,                0.72663,                0.95066,             0.00094085,             0.00094085,             0.00094085
                     24,                0.95917,                0.68644,                 0.9215,                0.87232,                0.83215,                0.91814,                0.67712,                 1.0107,                0.71602,                0.94232,             0.00090785,             0.00090785,             0.00090785
                     25,                0.94773,                0.68282,                0.92963,                 0.8507,                0.86153,                0.91887,                0.66636,                 1.0789,                0.75811,                0.96506,             0.00087484,             0.00087484,             0.00087484
                     26,                0.91234,                0.65516,                0.91369,                 0.9113,                0.82007,                0.91659,                0.67822,                 1.0523,                0.71311,                0.95074,             0.00084184,             0.00084184,             0.00084184
                     27,                0.91434,                0.65295,                0.91009,                0.91155,                0.85765,                0.93509,                0.69172,                 1.0006,                0.68845,                0.93824,             0.00080883,             0.00080883,             0.00080883
                     28,                0.90411,                0.63497,                0.91552,                0.90181,                0.81631,                0.92325,                0.68768,                0.99495,                0.69251,                0.94035,             0.00077582,             0.00077582,             0.00077582
                     29,                0.91797,                0.65591,                0.93146,                0.89599,                0.85332,                0.92738,                  0.693,                0.99192,                0.66885,                0.93808,             0.00074282,             0.00074282,             0.00074282
                     30,                0.89483,                 0.6299,                0.91448,                 0.8717,                0.85626,                 0.9247,                0.69651,                 0.9823,                0.66193,                0.93631,             0.00070981,             0.00070981,             0.00070981
                     31,                  0.864,                0.62976,                0.90917,                0.86348,                0.86041,                0.93128,                 0.7005,                 1.0055,                0.68087,                0.94413,              0.0006768,              0.0006768,              0.0006768
                     32,                0.84708,                0.60049,                0.88638,                 0.9209,                0.81768,                0.91682,                0.68485,                 0.9817,                 0.6992,                0.94375,              0.0006438,              0.0006438,              0.0006438
                     33,                0.86802,                0.60563,                0.90287,                0.90839,                0.84286,                0.92947,                0.70938,                0.96538,                0.68433,                0.92239,             0.00061079,             0.00061079,             0.00061079
                     34,                0.86549,                0.58606,                0.89992,                0.93086,                0.82827,                0.92979,                0.70029,                0.96541,                0.65747,                0.92552,             0.00057778,             0.00057778,             0.00057778
                     35,                0.87316,                0.58965,                0.90287,                0.93334,                0.84677,                0.93865,                0.70547,                0.99174,                0.63466,                0.94238,             0.00054478,             0.00054478,             0.00054478
                     36,                0.85668,                 0.5822,                0.89481,                0.89097,                0.87517,                  0.937,                 0.7155,                0.94606,                 0.6928,                 0.9187,             0.00051177,             0.00051177,             0.00051177
                     37,                0.84188,                0.57604,                0.89576,                0.88744,                0.87365,                0.94368,                0.71435,                0.96393,                0.60046,                0.92651,             0.00047876,             0.00047876,             0.00047876
                     38,                0.83999,                0.56176,                0.89711,                0.89093,                 0.8588,                0.94367,                0.70867,                0.96837,                0.61242,                0.93516,             0.00044576,             0.00044576,             0.00044576
                     39,                0.82032,                0.55614,                0.88689,                0.88102,                0.87186,                0.94855,                0.71519,                 0.9834,                0.59947,                0.92976,             0.00041275,             0.00041275,             0.00041275
                     40,                 0.8063,                0.54081,                0.88142,                0.91435,                0.87418,                0.94943,                0.72246,                0.94538,                 0.5921,                0.93168,             0.00037974,             0.00037974,             0.00037974
                     41,                0.84604,                0.58343,                0.87891,                0.91079,                0.86115,                0.93832,                0.71237,                0.96521,                0.65508,                0.93407,             0.00034674,             0.00034674,             0.00034674
                     42,                0.84558,                0.55254,                0.87357,                0.89714,                0.86879,                0.94176,                0.72152,                0.93803,                0.62592,                0.91493,             0.00031373,             0.00031373,             0.00031373
                     43,                0.81248,                0.53607,                0.86446,                0.88875,                0.91504,                0.95042,                0.74115,                0.91941,                0.57486,                0.90452,             0.00028072,             0.00028072,             0.00028072
                     44,                0.79977,                0.53125,                0.87016,                0.91725,                0.88628,                0.94971,                0.73532,                0.92602,                0.57449,                0.91799,             0.00024772,             0.00024772,             0.00024772
                     45,                0.78421,                0.52063,                0.86525,                0.87819,                0.91857,                0.95445,                0.74262,                0.90636,                0.56255,                0.91169,             0.00021471,             0.00021471,             0.00021471
                     46,                0.79071,                0.51054,                 0.8629,                0.89395,                0.92569,                0.95645,                0.73292,                0.92466,                 0.5675,                 0.9075,              0.0001817,              0.0001817,              0.0001817
                     47,                0.76813,                0.50705,                0.85547,                0.89026,                0.92118,                 0.9575,                0.73445,                 0.9127,                0.55265,                0.89516,              0.0001487,              0.0001487,              0.0001487
                     48,                0.77746,                0.49586,                0.85526,                0.91311,                0.91622,                 0.9611,                0.74501,                0.88071,                 0.5368,                0.89405,             0.00011569,             0.00011569,             0.00011569
                     49,                0.77068,                0.49828,                 0.8546,                0.91535,                0.92387,                0.96281,                0.74645,                0.90244,                0.53798,                0.89986,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.75422,                0.48971,                0.85064,                0.91824,                0.91344,                0.96331,                0.74792,                0.89516,                0.53291,                0.90302,             4.9677e-05,             4.9677e-05,             4.9677e-05
